Z,N,Energy,NShells,b0,bz,bp,lambda_n,lambda_p,Lambda_n,Lambda_p,delta_n,delta_p,pwi,pairingE_n,pairingE_p,LNlambda_n,LNlambda_p,LNEnergy_n,LNEnergy_p,LNdelta_n,LNdelta_p,Geff_n,Geff_p,rms_r_n,rms_r_p,rms_r_t,charge_r_p,charge_r_t,beta2_n,beta2_p,beta2_t,dipole_n,dipole_p,quadpole_n,quadpole_p,octpole_n,octpole_p,hexdpole_n,hexdpole_p,q5_n,q5_p,q6_n,q6_p,q7_n,q7_p,q8_n,q8_p,KineticE_n,KineticE_p,VolumeE,rho_tau,rho_rho,surfaceE,rhoDELrho,NABLArho^2,SpinOrbitE,rhoNABLAJ,NABLArhoJ,CoulombE,CoulombDir,CoulombEx,TensorE,HartreeE,ExtraE,ExternalFE,Entropy_n,Entropy_p
32,58,-728.1601,20.0,1.94356,2.00583,1.91315,-2.26727,-17.17566,-2.26727,-17.17566,0.65647,0.75714,60.0,-3.51406,-3.2038,0.32604,0.34448,-1.22241,-1.14183,0.98251,1.10162,-0.12264,-0.17893,4.4786,4.10149,4.34826,4.17298,5.37769,0.12925,0.15926,0.13874,0.0,0.0,1.89698,1.08153,0.0,0.0,0.02179,0.01208,0.0,0.0,-0.00209,-0.00017,0.0,0.0,-0.00054,-5e-05,1131.1645,514.3564,-2581.1408,110.9179,-2692.0587,110.1058,110.1058,0.0,-38.9321,-38.9321,0.0,156.9383,168.7639,-11.8257,-11.5701,0.0,0.0,0.0,0.0,0.0
32,60,-732.1046,20.0,1.95069,2.01319,1.92017,-1.78803,-18.05269,-1.78803,-18.05269,0.74044,0.72515,60.0,-4.62085,-2.98251,0.28243,0.36677,-1.25771,-1.14962,1.02287,1.09191,-0.11865,-0.17631,4.54265,4.13085,4.40378,4.20098,5.41723,0.14189,0.17712,0.15267,0.0,0.0,2.21635,1.22013,0.0,0.0,0.00116,0.00907,0.0,0.0,-0.00352,-0.00068,0.0,0.0,-0.00066,-9e-05,1164.588,507.8162,-2614.4675,111.1174,-2725.585,110.357,110.357,0.0,-36.0477,-36.0477,0.0,155.9103,167.6701,-11.7597,-10.2502,0.0,0.0,0.0,0.0,0.0
32,62,-735.0913,20.0,1.95769,2.02042,1.92706,-1.43229,-18.93097,-1.43229,-18.93097,0.82148,0.69845,60.0,-5.8734,-2.8083,0.22824,0.38627,-1.24731,-1.15686,1.04972,1.08472,-0.11489,-0.17371,4.60092,4.16074,4.45596,4.22952,5.4562,0.15524,0.19438,0.16686,0.0,0.0,2.57043,1.35849,0.0,0.0,-0.01361,0.00776,0.0,0.0,-0.0013,-0.00088,0.0,0.0,-0.00026,-8e-05,1200.8835,501.5167,-2649.2971,111.3958,-2760.693,111.1903,111.1903,0.0,-34.3249,-34.3249,0.0,154.8703,166.5658,-11.6955,-8.8442,0.0,0.0,0.0,0.0,0.0
32,64,-737.6996,20.0,1.96457,1.90358,1.9958,-1.2991,-20.09644,-1.2991,-20.09644,0.85497,0.715,60.0,-6.4695,-2.952,0.22173,0.36333,-1.31699,-1.17068,1.0767,1.07833,-0.11299,-0.17318,4.66869,4.20675,4.51996,4.27394,5.49463,-0.1946,-0.22083,-0.20217,0.0,0.0,-3.42474,-1.57764,0.0,0.0,0.03772,0.0272,0.0,0.0,0.00754,-8e-05,0.0,0.0,-0.00014,-0.00014,1235.3934,493.5135,-2683.3999,111.4581,-2794.858,113.1082,113.1082,0.0,-32.3293,-32.3293,0.0,153.4053,165.0238,-11.6185,-5.4817,0.0,0.0,0.0,0.0,0.0
32,66,-740.2727,20.0,1.97134,2.0345,1.94049,-1.16908,-20.53567,-1.16908,-20.53567,0.86879,0.67188,60.0,-6.79736,-2.68146,0.21455,0.39904,-1.36103,-1.14705,1.08334,1.07093,-0.11104,-0.16835,4.71227,4.22607,4.55922,4.29211,5.53252,0.23198,0.25698,0.23899,0.0,0.0,4.28903,1.8528,0.0,0.0,0.08997,0.03164,0.0,0.0,0.01629,0.0021,0.0,0.0,0.00104,0.00015,1288.2041,491.3767,-2728.7321,112.2399,-2840.9719,115.5475,115.5475,0.0,-39.0283,-39.0283,0.0,152.8135,164.3988,-11.5854,-8.4673,0.0,0.0,0.0,0.0,0.0
32,68,-742.3563,20.0,1.97799,2.04136,1.94704,-0.91511,-21.29664,-0.91511,-21.29664,0.84328,0.67274,60.0,-6.56054,-2.72308,0.2187,0.38421,-1.36442,-1.12946,1.06198,1.05696,-0.1084,-0.1662,4.76586,4.25212,4.6077,4.31692,5.56991,0.24117,0.26909,0.24878,0.0,0.0,4.69928,1.96409,0.0,0.0,0.09861,0.03407,0.0,0.0,0.01511,0.00182,0.0,0.0,-0.00048,2e-05,1325.4747,486.8419,-2763.6426,112.4029,-2876.0455,116.6424,116.6424,0.0,-39.606,-39.606,0.0,151.9497,163.4815,-11.5318,-8.2389,0.0,0.0,0.0,0.0,0.0
32,70,-743.8527,20.0,1.98453,2.04811,1.95348,-0.67445,-22.0229,-0.67445,-22.0229,0.83278,0.66731,60.0,-6.58197,-2.70991,0.20374,0.38371,-1.3315,-1.13051,1.03652,1.05103,-0.10537,-0.16433,4.81726,4.27377,4.65359,4.33741,5.60679,0.23325,0.26983,0.24293,0.0,0.0,4.7801,1.98961,0.0,0.0,0.09213,0.03054,0.0,0.0,0.01159,0.00069,0.0,0.0,-0.00219,-0.00015,1359.8303,482.1596,-2795.6318,112.4631,-2908.0949,117.1276,117.1276,0.0,-39.0827,-39.0827,0.0,151.1789,162.6577,-11.4788,-7.6806,0.0,0.0,0.0,0.0,0.0
32,72,-744.9825,20.0,1.99096,2.05475,1.95981,-0.48072,-22.72631,-0.48072,-22.72631,0.82286,0.65476,60.0,-6.59818,-2.63815,0.19683,0.38829,-1.32523,-1.13024,1.01969,1.04305,-0.10262,-0.16251,4.86574,4.29257,4.69683,4.3551,5.6432,0.21668,0.26342,0.22869,0.0,0.0,4.65966,1.9595,0.0,0.0,0.08385,0.02501,0.0,0.0,0.00864,-0.00037,0.0,0.0,-0.00375,-0.00025,1392.2782,477.475,-2825.9781,112.4538,-2938.432,117.3328,117.3328,0.0,-37.9365,-37.9365,0.0,150.4635,161.8901,-11.4266,-6.9255,0.0,0.0,0.0,0.0,0.0
32,74,-745.8635,20.0,1.99729,2.06129,1.96604,-0.28109,-23.40567,-0.28109,-23.40567,0.79406,0.64612,60.0,-6.29874,-2.59502,0.20993,0.39083,-1.35197,-1.1302,1.00399,1.03695,-0.1001,-0.16087,4.91347,4.31023,4.73946,4.37168,5.67915,0.20222,0.25613,0.21568,0.0,0.0,4.55779,1.92097,0.0,0.0,0.08349,0.02005,0.0,0.0,0.00575,-0.00125,0.0,0.0,-0.00549,-0.00032,1424.7712,473.108,-2856.201,112.4234,-2968.6243,117.5813,117.5813,0.0,-37.1432,-37.1432,0.0,149.787,161.1637,-11.3767,-6.3909,0.0,0.0,0.0,0.0,0.0
32,76,-746.345,20.0,2.00352,2.06772,1.97217,-0.0217,-24.05918,-0.0217,-24.05918,0.75469,0.64018,60.0,-5.84848,-2.57387,0.23495,0.3892,-1.38202,-1.12603,0.98964,1.02937,-0.09738,-0.15923,4.96357,4.32781,4.78402,4.38819,5.71464,0.19922,0.25185,0.21198,0.0,0.0,4.70592,1.90434,0.0,0.0,0.09444,0.01574,0.0,0.0,0.00218,-0.00213,0.0,0.0,-0.00781,-0.0004,1458.5565,469.0836,-2886.7523,112.3941,-2999.1464,117.9593,117.9593,0.0,-37.1397,-37.1397,0.0,149.1431,160.473,-11.3299,-6.265,0.0,0.0,0.0,0.0,0.0
34,30,-518.0824,20.0,1.8362,1.89504,1.80747,-15.40375,0.30689,-15.40375,0.30689,0.59271,1.01743,60.0,-1.76641,-4.96964,0.47481,0.39676,-1.0368,-1.54549,1.06752,1.41419,-0.19888,-0.2083,3.7791,3.92572,3.85768,4.01383,4.8,0.16523,0.15658,0.16048,0.0,0.0,0.89312,1.03507,0.0,0.0,0.00793,0.00063,0.0,0.0,-0.00028,-0.00052,0.0,0.0,-3e-05,-6e-05,543.2955,613.1561,-1904.3702,91.071,-1995.4413,91.7164,91.7164,0.0,-32.0319,-32.0319,0.0,186.982,200.3244,-13.3425,-7.5119,0.0,0.0,0.0,0.0,0.0
34,32,-547.5888,20.0,1.84564,1.90478,1.81676,-14.07354,-1.03075,-14.07354,-1.03075,0.64569,0.97178,60.0,-2.14908,-4.5888,0.43929,0.4311,-1.13584,-1.53892,1.08498,1.40288,-0.194,-0.2058,3.83865,3.93889,3.89061,4.02586,4.84949,0.17584,0.17512,0.17546,0.0,0.0,1.046,1.16537,0.0,0.0,0.00336,-0.00343,0.0,0.0,-0.00062,-0.00084,0.0,0.0,-3e-05,-3e-05,582.4583,609.6934,-1973.0748,94.12,-2067.1948,93.3585,93.3585,0.0,-28.9007,-28.9007,0.0,186.1901,199.5038,-13.3137,-7.9009,0.0,0.0,0.0,0.0,0.0
34,34,-574.6911,20.0,1.85485,1.74146,1.91428,-12.87966,-2.61302,-12.87966,-2.61302,0.73084,0.96502,60.0,-2.85808,-4.56413,0.50497,0.46275,-1.30794,-1.57543,1.23581,1.42776,-0.18688,-0.20404,3.92627,3.98254,3.95451,4.06775,4.89799,-0.21912,-0.22123,-0.22019,0.0,0.0,-1.44886,-1.50504,0.0,0.0,0.01828,0.01938,0.0,0.0,0.00068,0.00079,0.0,0.0,-0.00018,-0.00022,614.6881,600.0449,-2033.1605,96.1185,-2129.279,95.8234,95.8234,0.0,-22.4461,-22.4461,0.0,184.3521,197.5979,-13.2458,-3.6875,0.0,0.0,0.0,0.0,0.0
34,36,-598.6472,20.0,1.86383,1.69556,1.95412,-11.72247,-3.98204,-11.72247,-3.98204,0.76185,0.96631,60.0,-3.26853,-4.61273,0.38089,0.40607,-1.21383,-1.50716,1.14275,1.37238,-0.17758,-0.20243,3.96337,3.9844,3.9736,4.06872,4.94554,-0.17704,-0.19075,-0.18374,0.0,0.0,-1.26302,-1.29893,0.0,0.0,0.00798,0.01287,0.0,0.0,0.00063,0.00065,0.0,0.0,-8e-05,-0.0001,655.1774,596.696,-2096.2438,98.8157,-2195.0595,96.5165,96.5165,0.0,-20.2452,-20.2452,0.0,183.8505,197.0515,-13.201,-3.7964,0.0,0.0,0.0,0.0,0.0
34,38,-620.9251,20.0,1.8726,1.65065,1.99453,-10.83692,-5.31714,-10.83692,-5.31714,0.79842,0.99579,60.0,-3.7339,-4.93891,0.35664,0.35483,-1.25273,-1.4632,1.15506,1.35062,-0.17072,-0.20077,4.00839,3.99424,4.00171,4.07752,4.9922,-0.15191,-0.17072,-0.16076,0.0,0.0,-1.17009,-1.1683,0.0,0.0,-0.00161,0.00711,0.0,0.0,0.00056,0.00057,0.0,0.0,9e-05,5e-05,695.8002,592.9422,-2157.7283,101.3185,-2259.0468,98.1451,98.1451,0.0,-18.8492,-18.8492,0.0,183.0853,196.2376,-13.1523,-2.9317,0.0,0.0,0.0,0.0,0.0
34,40,-641.813,20.0,1.88117,1.71134,1.97231,-10.04362,-6.56136,-10.04362,-6.56136,0.81784,0.97771,60.0,-4.06538,-4.82803,0.34539,0.36089,-1.27358,-1.44265,1.16323,1.33861,-0.16453,-0.198,4.06501,4.01651,4.0428,4.09851,5.038,-0.17526,-0.18906,-0.18152,0.0,0.0,-1.46142,-1.30826,0.0,0.0,0.00413,0.01011,0.0,0.0,0.00034,0.00054,0.0,0.0,3e-05,-5e-05,741.7547,588.3579,-2220.5568,103.9026,-2324.4594,101.557,101.557,0.0,-20.8444,-20.8444,0.0,182.0574,195.1684,-13.1109,-2.5291,0.0,0.0,0.0,0.0,0.0
34,42,-660.6367,20.0,1.88955,2.14362,1.77404,-9.33534,-7.76598,-9.33534,-7.76598,0.82712,1.003,60.0,-4.32622,-5.13056,0.2817,0.31135,-1.19068,-1.38609,1.10882,1.31435,-0.15814,-0.19608,4.10204,4.02431,4.06745,4.10532,5.08299,-0.14039,-0.16046,-0.14918,0.0,0.0,-1.25166,-1.11464,0.0,0.0,0.00483,0.00859,0.0,0.0,0.00026,0.00036,0.0,0.0,4e-05,0.0,785.3607,584.8524,-2279.5024,106.1425,-2385.645,103.2959,103.2959,0.0,-21.6432,-21.6432,0.0,181.3783,194.441,-13.0628,-2.3448,0.0,0.0,0.0,0.0,0.0
34,44,-679.3073,20.0,1.89775,2.08608,1.81006,-9.01059,-8.77387,-9.01059,-8.77387,0.79791,1.00792,60.0,-4.12801,-5.28677,0.3161,0.29889,-1.26557,-1.35123,1.11401,1.30681,-0.15423,-0.19216,4.14022,4.0339,4.09422,4.1139,5.12719,0.12499,0.1442,0.13312,0.0,0.0,1.18932,1.00647,0.0,0.0,0.01974,0.00471,0.0,0.0,0.00048,0.00011,0.0,0.0,-5e-05,2e-05,829.2553,582.0203,-2337.8631,108.1935,-2446.0566,105.0932,105.0932,0.0,-23.7937,-23.7937,0.0,180.7378,193.7549,-13.0172,-2.7255,0.0,0.0,0.0,0.0,0.0
34,46,-697.0483,20.0,1.90577,2.0949,1.81771,-8.2212,-9.88928,-8.2212,-9.88928,0.70669,0.9701,60.0,-3.33231,-4.97132,0.41627,0.31585,-1.32763,-1.33844,1.12295,1.28596,-0.14987,-0.18931,4.18352,4.0532,4.12864,4.13199,5.17064,0.13923,0.15837,0.14707,0.0,0.0,1.4141,1.11595,0.0,0.0,0.00869,-0.00114,0.0,0.0,-0.00033,-0.00034,0.0,0.0,-7e-05,2e-05,877.9028,577.8726,-2398.5372,110.2065,-2508.7438,108.8305,108.8305,0.0,-28.3249,-28.3249,0.0,179.8725,192.8511,-12.9786,-3.6949,0.0,0.0,0.0,0.0,0.0
34,48,-712.626,20.0,1.91363,2.03823,1.85422,-7.32974,-11.10504,-7.32974,-11.10504,0.63693,0.977,60.0,-2.79934,-5.10226,0.47524,0.28692,-1.32235,-1.29551,1.11217,1.26391,-0.14492,-0.18708,4.2167,4.06466,4.15434,4.14241,5.21338,0.11095,0.13467,0.12036,0.0,0.0,1.19464,0.95432,0.0,0.0,-0.00457,-0.00431,0.0,0.0,-0.00021,-0.00027,0.0,0.0,3e-05,5e-05,927.9827,574.449,-2458.1932,112.1664,-2570.3596,112.4384,112.4384,0.0,-33.2578,-33.2578,0.0,179.1504,192.0884,-12.938,-4.6761,0.0,0.0,0.0,0.0,0.0
34,50,-726.6348,20.0,1.92134,2.04643,1.86168,-6.25287,-12.30628,-6.25287,-12.30628,0.6267,1.04093,60.0,-2.71254,-5.83805,0.68647,0.23196,-1.55166,-1.25259,1.31317,1.27288,-0.14479,-0.1856,4.24779,4.07399,4.17832,4.15074,5.25542,0.05666,0.08185,0.06635,0.0,0.0,0.64485,0.58272,0.0,0.0,0.0024,0.00019,0.0,0.0,7e-05,-1e-05,0.0,0.0,0.0,3e-05,977.2904,571.6775,-2514.2951,113.9205,-2628.2156,115.1922,115.1922,0.0,-37.5882,-37.5882,0.0,178.4689,191.3608,-12.8919,-6.0256,0.0,0.0,0.0,0.0,0.0
34,52,-737.2558,20.0,1.92888,2.18824,1.81097,-4.88654,-13.13489,-4.88654,-13.13489,0.50053,0.95635,60.0,-1.90543,-5.03135,0.39994,0.26847,-1.00956,-1.24683,0.90047,1.22483,-0.13148,-0.18178,4.30277,4.09434,4.2216,4.1699,5.29681,0.10348,0.12115,0.11005,0.0,0.0,1.25678,0.87112,0.0,0.0,0.0041,-0.00339,0.0,0.0,-0.00071,-0.00031,0.0,0.0,-8e-05,3e-05,1018.3161,566.0893,-2559.0812,114.7162,-2673.7974,114.5875,114.5875,0.0,-38.5841,-38.5841,0.0,177.749,190.5868,-12.8378,-7.1394,0.0,0.0,0.0,0.0,0.0
34,54,-746.2521,20.0,1.93629,2.06236,1.87617,-4.14654,-13.90001,-4.14654,-13.90001,0.58888,0.87457,60.0,-2.67508,-4.30074,0.34268,0.30714,-1.0757,-1.2325,0.93156,1.18171,-0.12963,-0.17785,4.36215,4.11575,4.26863,4.19011,5.33755,0.12839,0.14677,0.135,0.0,0.0,1.66436,1.06645,0.0,0.0,-0.00896,-0.00817,0.0,0.0,-0.00167,-0.00077,0.0,0.0,-3e-05,3e-05,1057.1706,560.2127,-2598.3692,115.3153,-2713.6845,113.2766,113.2766,0.0,-38.2917,-38.2917,0.0,176.9863,189.7647,-12.7784,-7.9535,0.0,0.0,0.0,0.0,0.0
34,56,-753.9685,20.0,1.94356,2.0701,1.88322,-3.62638,-14.69776,-3.62638,-14.69776,0.64334,0.83097,60.0,-3.26399,-3.95465,0.31655,0.31573,-1.15501,-1.20274,0.9599,1.1467,-0.1268,-0.17461,4.41543,4.13211,4.31059,4.20537,5.37769,0.12735,0.1494,0.135,0.0,0.0,1.75403,1.0942,0.0,0.0,0.0063,-0.00372,0.0,0.0,-0.00151,-0.00055,0.0,0.0,-5e-05,2e-05,1095.9326,555.5455,-2637.3149,115.9523,-2753.2672,112.295,112.295,0.0,-37.4966,-37.4966,0.0,176.2949,189.0152,-12.7203,-9.6486,0.0,0.0,0.0,0.0,0.0
34,58,-760.7091,20.0,1.95069,2.01319,1.92017,-3.10574,-15.49602,-3.10574,-15.49602,0.70841,0.78426,60.0,-4.06837,-3.58127,0.29895,0.33647,-1.22515,-1.18145,1.00736,1.12073,-0.12335,-0.17174,4.47256,4.15497,4.35789,4.22703,5.41723,0.13715,0.15984,0.14477,0.0,0.0,2.00749,1.18359,0.0,0.0,0.00487,-0.0036,0.0,0.0,-0.00304,-0.00078,0.0,0.0,-0.00032,-4e-05,1132.3317,549.886,-2674.9029,116.4135,-2791.3164,112.1145,112.1145,0.0,-35.364,-35.364,0.0,175.3755,188.0322,-12.6567,-10.0938,0.0,0.0,0.0,0.0,0.0
34,60,-766.4256,20.0,1.95769,1.89691,1.98881,-2.82225,-16.51865,-2.82225,-16.51865,0.80246,0.74245,60.0,-5.38553,-3.22596,0.236,0.42668,-1.22919,-1.26264,1.03846,1.16913,-0.11957,-0.17087,4.55335,4.20739,4.43133,4.27776,5.4562,-0.19068,-0.21069,-0.19721,0.0,0.0,-2.9925,-1.59979,0.0,0.0,0.05684,0.02833,0.0,0.0,0.00215,0.00021,0.0,0.0,-0.00064,-0.00019,1161.13,539.8458,-2708.1447,116.3695,-2824.5142,113.6756,113.6756,0.0,-29.9478,-29.9478,0.0,173.5683,186.1393,-12.571,-5.4494,0.0,0.0,0.0,0.0,0.0
34,62,-771.7296,20.0,1.96457,1.90358,1.9958,-2.499,-17.4004,-2.499,-17.4004,0.83239,0.72671,60.0,-5.94789,-3.13192,0.2187,0.45502,-1.25112,-1.27435,1.05109,1.18173,-0.11649,-0.16862,4.60812,4.23651,4.48004,4.30561,5.49463,-0.20644,-0.22684,-0.2129,0.0,0.0,-3.42877,-1.74629,0.0,0.0,0.06345,0.03286,0.0,0.0,0.00366,3e-05,0.0,0.0,-0.00065,-0.00021,1201.7498,534.5177,-2748.8253,116.943,-2865.7683,115.3581,115.3581,0.0,-30.3366,-30.3366,0.0,172.4732,184.9844,-12.5111,-5.0613,0.0,0.0,0.0,0.0,0.0
34,64,-776.4542,20.0,1.97134,1.91013,2.00267,-2.16424,-18.28227,-2.16424,-18.28227,0.84509,0.71343,60.0,-6.27732,-3.05695,0.22356,0.45924,-1.29957,-1.26334,1.06865,1.17267,-0.11377,-0.1665,4.65696,4.2616,4.52371,4.32951,5.53252,-0.21145,-0.23457,-0.21857,0.0,0.0,-3.70259,-1.82728,0.0,0.0,0.05371,0.03335,0.0,0.0,0.00694,0.00028,0.0,0.0,-0.00069,-0.00026,1242.6254,529.5735,-2789.1461,117.4491,-2906.5952,116.8748,116.8748,0.0,-30.9264,-30.9264,0.0,171.4919,183.9452,-12.4533,-5.0502,0.0,0.0,0.0,0.0,0.0
34,66,-780.4025,20.0,1.97799,1.91658,2.00943,-1.8099,-19.13218,-1.8099,-19.13218,0.85387,0.70822,60.0,-6.57704,-3.04721,0.22011,0.45297,-1.31979,-1.25317,1.07398,1.16119,-0.11085,-0.1646,4.70168,4.28345,4.56379,4.35024,5.56991,-0.20886,-0.23506,-0.21671,0.0,0.0,-3.84438,-1.84991,0.0,0.0,0.03114,0.03,0.0,0.0,0.01088,0.00096,0.0,0.0,-0.00063,-0.00032,1282.614,524.6993,-2828.1076,117.8524,-2945.96,118.093,118.093,0.0,-31.1414,-31.1414,0.0,170.5916,182.9869,-12.3953,-4.9541,0.0,0.0,0.0,0.0,0.0
34,68,-783.5739,20.0,1.98453,1.92291,2.01607,-1.47985,-19.94252,-1.47985,-19.94252,0.8705,0.70146,60.0,-7.01063,-3.0209,0.2053,0.44234,-1.31646,-1.23592,1.07579,1.14381,-0.10809,-0.16288,4.74352,4.30273,4.60128,4.36845,5.60679,-0.20155,-0.2314,-0.21025,0.0,0.0,-3.89051,-1.83754,0.0,0.0,0.01223,0.02648,0.0,0.0,0.01179,0.00139,0.0,0.0,-0.00013,-0.00033,1323.0085,519.9924,-2866.3619,118.2136,-2984.5755,119.1996,119.1996,0.0,-31.6533,-31.6533,0.0,169.7662,182.1055,-12.3393,-4.9413,0.0,0.0,0.0,0.0,0.0
34,70,-786.3204,20.0,1.99096,2.05475,1.95981,-1.36693,-20.34107,-1.36693,-20.34107,0.80963,0.71729,60.0,-6.16699,-3.22908,0.21517,0.38796,-1.31655,-1.182,1.02481,1.10525,-0.10629,-0.15934,4.79343,4.32817,4.64645,4.39273,5.6432,0.24818,0.28187,0.25774,0.0,0.0,5.03586,2.26492,0.0,0.0,0.05109,0.01607,0.0,0.0,0.00791,0.00093,0.0,0.0,-0.0004,0.00029,1372.1282,520.2566,-2910.4584,119.0764,-3029.5349,121.5451,121.5451,0.0,-39.3157,-39.3157,0.0,169.0545,181.3633,-12.3089,-7.6361,0.0,0.0,0.0,0.0,0.0
34,72,-788.8503,20.0,1.99729,2.06129,1.96604,-1.14592,-20.96808,-1.14592,-20.96808,0.80601,0.70803,60.0,-6.27411,-3.16988,0.20724,0.41178,-1.31681,-1.19509,1.01325,1.11981,-0.10354,-0.15814,4.83584,4.34282,4.68336,4.40638,5.67915,0.22335,0.26681,0.23534,0.0,0.0,4.74438,2.15843,0.0,0.0,0.02903,0.00473,0.0,0.0,0.00385,-0.00096,0.0,0.0,-0.00141,9e-05,1406.3145,515.0084,-2943.2083,119.0971,-3062.3054,121.6993,121.6993,0.0,-38.0947,-38.0947,0.0,168.3413,180.595,-12.2536,-6.955,0.0,0.0,0.0,0.0,0.0
34,74,-791.0487,20.0,2.00352,2.06772,1.97217,-0.94387,-21.60271,-0.94387,-21.60271,0.79571,0.70252,60.0,-6.26553,-3.15047,0.21922,0.41847,-1.3564,-1.19213,1.01494,1.12099,-0.10106,-0.15665,4.87488,4.35413,4.71715,4.41676,5.71464,0.19215,0.24449,0.20619,0.0,0.0,4.263,1.98818,0.0,0.0,0.01668,-0.00408,0.0,0.0,0.00106,-0.00201,0.0,0.0,-0.00241,-2e-05,1440.418,509.9192,-2975.5607,119.0819,-3094.6426,121.726,121.726,0.0,-36.9777,-36.9777,0.0,167.7046,179.9045,-12.1999,-6.3135,0.0,0.0,0.0,0.0,0.0
34,76,-792.7464,20.0,2.00966,2.07405,1.97822,-0.72225,-22.38599,-0.72225,-22.38599,0.78385,0.6914,60.0,-6.21712,-3.10086,0.23511,0.38997,-1.38613,-1.14951,1.01896,1.08136,-0.09883,-0.15416,4.90675,4.36511,4.74594,4.42681,5.7497,0.15829,0.21372,0.17278,0.0,0.0,3.65388,1.74676,0.0,0.0,0.01287,-0.00864,0.0,0.0,-0.00012,-0.00205,0.0,0.0,-0.00297,-6e-05,1476.3037,504.6568,-3009.7592,119.0275,-3128.7867,122.1135,122.1135,0.0,-35.55,-35.55,0.0,167.0215,179.164,-12.1425,-5.6791,0.0,0.0,0.0,0.0,0.0
34,78,-793.9578,20.0,2.0157,2.08029,1.98416,-0.47768,-23.4035,-0.47768,-23.4035,0.73764,0.7019,60.0,-5.59499,-3.24416,0.2658,0.32356,-1.41298,-1.08915,1.00344,1.02546,-0.09725,-0.15186,4.93013,4.37989,4.76981,4.44062,5.78434,0.12191,0.17305,0.135,0.0,0.0,2.91592,1.42396,0.0,0.0,0.01641,-0.0066,0.0,0.0,0.00075,-0.00124,0.0,0.0,-0.00294,-6e-05,1513.6586,499.4796,-3046.8362,118.9439,-3165.7801,123.4764,123.4764,0.0,-33.5076,-33.5076,0.0,166.1467,178.2245,-12.0778,-5.0341,0.0,0.0,0.0,0.0,0.0
34,80,-794.5958,20.0,2.02166,2.08643,1.99003,-0.12554,-24.1107,-0.12554,-24.1107,0.6792,0.69605,60.0,-4.87448,-3.222,0.27466,0.31591,-1.37093,-1.07804,0.95386,1.01196,-0.09464,-0.15037,4.97194,4.39674,4.8076,4.45647,5.81857,0.12289,0.16459,0.13329,0.0,0.0,3.06606,1.36474,0.0,0.0,0.0254,-0.00902,0.0,0.0,0.00141,-0.00121,0.0,0.0,-0.00447,-5e-05,1552.6884,495.6071,-3081.8145,118.9485,-3200.763,124.6257,124.6257,0.0,-35.1187,-35.1187,0.0,165.4478,177.4788,-12.031,-5.4861,0.0,0.0,0.0,0.0,0.0
34,82,-794.6264,20.0,2.02753,2.02753,2.02753,0.09963,-25.4182,0.09963,-25.4182,0.69418,0.81514,60.0,-5.11433,-4.39685,0.36743,0.23491,-1.63287,-1.08729,1.06161,1.05005,-0.09422,-0.15112,4.96858,4.41113,4.81189,4.46991,5.8524,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,1611.4836,492.5777,-3132.393,119.3229,-3251.7159,129.6844,129.6844,0.0,-41.2929,-41.2929,0.0,164.4565,176.4301,-11.9736,-6.9114,0.0,0.0,0.0,0.0,0.0
36,32,-547.6967,20.0,1.85485,1.97562,1.79726,-15.38315,0.45976,-15.38315,0.45976,0.66835,1.04209,60.0,-2.33167,-5.54707,0.40632,0.3507,-1.12472,-1.48826,1.07467,1.3928,-0.19157,-0.19577,3.86364,4.00666,3.94,4.09293,4.89799,0.17089,0.15862,0.16417,0.0,0.0,1.02984,1.15647,0.0,0.0,0.00065,-0.00871,0.0,0.0,-0.0006,-0.00071,0.0,0.0,1e-05,8e-05,575.0283,643.7121,-2022.9506,96.1681,-2119.1186,93.4108,93.4108,0.0,-25.9302,-25.9302,0.0,205.7532,219.8668,-14.1136,-6.2286,0.0,0.0,0.0,0.0,0.0
36,34,-577.7231,20.0,1.86383,1.80596,1.89346,-14.23569,-0.97403,-14.23569,-0.97403,0.7229,0.99355,60.0,-2.82456,-5.09932,0.47876,0.34998,-1.27651,-1.43433,1.20166,1.34353,-0.18502,-0.19358,3.94448,4.04081,3.99431,4.12559,4.94554,-0.21171,-0.20563,-0.20851,0.0,0.0,-1.41292,-1.52486,0.0,0.0,0.01586,0.01375,0.0,0.0,0.00074,0.00094,0.0,0.0,-0.00016,-0.0002,608.5201,637.1771,-2089.2676,98.6728,-2187.9404,96.3301,96.3301,0.0,-20.7528,-20.7528,0.0,204.1468,218.2161,-14.0693,-3.2421,0.0,0.0,0.0,0.0,0.0
36,36,-605.0429,20.0,1.8726,1.70355,1.96332,-13.16294,-2.42158,-13.16294,-2.42158,0.74371,0.97106,60.0,-3.13165,-4.88266,0.41088,0.3869,-1.26185,-1.51116,1.1546,1.35796,-0.17662,-0.19312,3.97714,4.03652,4.00694,4.12061,4.9922,-0.15958,-0.16225,-0.16093,0.0,0.0,-1.14642,-1.20062,0.0,0.0,0.00353,0.00346,0.0,0.0,0.00067,0.00077,0.0,0.0,-4e-05,-5e-05,648.7319,632.6294,-2155.3556,101.4738,-2256.8295,96.8453,96.8453,0.0,-17.323,-17.323,0.0,203.7808,217.8094,-14.0286,-3.5644,0.0,0.0,0.0,0.0,0.0
