Z,N,Energy,NShells,b0,bz,bp,lambda_n,lambda_p,Lambda_n,Lambda_p,delta_n,delta_p,pwi,pairingE_n,pairingE_p,LNlambda_n,LNlambda_p,LNEnergy_n,LNEnergy_p,LNdelta_n,LNdelta_p,Geff_n,Geff_p,rms_r_n,rms_r_p,rms_r_t,charge_r_p,charge_r_t,beta2_n,beta2_p,beta2_t,dipole_n,dipole_p,quadpole_n,quadpole_p,octpole_n,octpole_p,hexdpole_n,hexdpole_p,q5_n,q5_p,q6_n,q6_p,q7_n,q7_p,q8_n,q8_p,KineticE_n,KineticE_p,VolumeE,rho_tau,rho_rho,surfaceE,rhoDELrho,NABLArho^2,SpinOrbitE,rhoNABLAJ,NABLArhoJ,CoulombE,CoulombDir,CoulombEx,TensorE,HartreeE,ExtraE,ExternalFE,Entropy_n,Entropy_p
28,58,-654.3392,20.0,1.92888,1.92888,1.92888,-0.61783,-20.97484,-0.61783,-20.97484,0.52688,0.76706,60.0,-2.35916,-3.01866,0.44037,0.62384,-1.22971,-1.45841,0.96725,1.39089,-0.11767,-0.19491,4.51407,3.96958,4.34429,4.03969,5.29681,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,1119.2019,442.8913,-2377.5449,99.0168,-2476.5617,104.9911,104.9911,0.0,-47.0463,-47.0463,0.0,123.0492,133.2365,-10.1873,-11.8155,0.0,0.0,0.0,0.0,0.0
28,60,-654.5412,20.0,1.93629,1.93629,1.93629,-0.01262,-21.47454,-0.01262,-21.47454,0.6145,0.75799,60.0,-3.31821,-2.98198,0.32564,0.61881,-1.20923,-1.44306,0.94015,1.3768,-0.1138,-0.19267,4.60798,3.98698,4.41986,4.05577,5.33755,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0211,438.7671,-2397.8112,99.1333,-2496.9446,103.6734,103.6734,0.0,-45.3621,-45.3621,0.0,122.5182,132.6602,-10.142,-10.3952,0.0,0.0,0.0,0.0,0.0
30,26,-454.703,20.0,1.79579,1.91271,1.74003,-16.49024,-0.16819,-16.49024,-0.16819,0.75878,0.86952,60.0,-2.54189,-3.26006,0.43859,0.50804,-1.21775,-1.46169,1.19737,1.37756,-0.22651,-0.23192,3.60962,3.75095,3.68601,3.84331,4.59103,0.11217,0.0966,0.10353,0.0,0.0,0.4794,0.51439,0.0,0.0,0.00119,0.0022,0.0,0.0,-0.0,-6e-05,0.0,0.0,-1e-05,-3e-05,470.267,550.2301,-1662.3559,80.1609,-1742.5168,88.072,88.072,0.0,-36.781,-36.781,0.0,151.245,163.0346,-11.7896,-6.8988,0.0,0.0,0.0,0.0,0.0
30,28,-486.9081,20.0,1.80632,1.75024,1.83503,-14.81919,-1.46883,-14.81919,-1.46883,0.7209,0.81879,60.0,-2.326,-2.96834,0.74816,0.4783,-1.48238,-1.34469,1.46905,1.29709,-0.22343,-0.22585,3.64913,3.7419,3.6974,3.83346,4.64505,0.00047,0.00042,0.00044,0.0,0.0,0.00219,0.00223,0.0,0.0,-4e-05,2e-05,0.0,0.0,-1e-05,-6e-05,0.0,0.0,1e-05,5e-05,518.7726,551.345,-1741.3259,84.3053,-1825.6311,91.5808,91.5808,0.0,-41.6908,-41.6908,0.0,151.2364,163.0349,-11.7984,-8.7048,0.0,0.0,0.0,0.0,0.0
30,30,-513.6058,20.0,1.81655,1.65256,1.90456,-12.4996,-2.97171,-12.4996,-2.97171,0.55221,0.77704,60.0,-1.56516,-2.71645,0.41179,0.49573,-0.9384,-1.33115,0.964,1.27277,-0.19483,-0.22227,3.69807,3.74891,3.72358,3.8393,4.69784,-0.00943,-0.00684,-0.00812,0.0,0.0,-0.04879,-0.03637,0.0,0.0,-0.0001,-9e-05,0.0,0.0,-4e-05,-6e-05,0.0,0.0,1e-05,2e-05,562.6996,548.6212,-1807.8216,87.3403,-1895.1619,91.8338,91.8338,0.0,-42.9316,-42.9316,0.0,150.8343,162.6035,-11.7692,-10.2904,0.0,0.0,0.0,0.0,0.0
30,32,-536.9278,20.0,1.82651,1.82651,1.82651,-10.76144,-4.46331,-10.76144,-4.46331,0.73032,0.77338,60.0,-2.6889,-2.72976,0.47614,0.50438,-1.20864,-1.35079,1.20646,1.27776,-0.19836,-0.21911,3.75732,3.76486,3.76097,3.85387,4.74947,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,603.8815,543.7494,-1865.8241,89.8104,-1955.6345,91.5235,91.5235,0.0,-41.7032,-41.7032,0.0,150.1,161.8142,-11.7143,-10.6768,0.0,0.0,0.0,0.0,0.0
30,34,-557.7661,20.0,1.8362,1.89504,1.80747,-9.92704,-6.06031,-9.92704,-6.06031,0.77273,0.81829,60.0,-3.11646,-3.0334,0.43198,0.49944,-1.28039,-1.37381,1.20471,1.31773,-0.1916,-0.22074,3.84815,3.81442,3.83238,3.90131,4.8,0.14909,0.15622,0.1524,0.0,0.0,0.947,0.86025,0.0,0.0,0.00142,0.00721,0.0,0.0,-0.00036,-0.00026,0.0,0.0,-2e-05,-3e-05,634.7629,533.8791,-1919.0205,91.3072,-2010.3277,93.5843,93.5843,0.0,-32.4145,-32.4145,0.0,148.3621,159.9911,-11.629,-8.1153,0.0,0.0,0.0,0.0,0.0
30,36,-576.4091,20.0,1.84564,1.67902,1.93505,-9.19131,-7.20592,-9.19131,-7.20592,0.83229,0.82969,60.0,-3.76954,-3.18894,0.38074,0.41646,-1.33007,-1.24848,1.21303,1.24614,-0.18377,-0.21586,3.913,3.83747,3.87885,3.92286,4.84949,-0.13412,-0.13523,-0.13461,0.0,0.0,-0.93264,-0.7537,0.0,0.0,0.00477,0.00606,0.0,0.0,0.00019,5e-05,0.0,0.0,-1e-05,-1e-05,668.0461,527.3005,-1970.4447,92.8825,-2063.3273,94.1215,94.1215,0.0,-27.6358,-27.6358,0.0,147.2806,158.8339,-11.5532,-5.5403,0.0,0.0,0.0,0.0,0.0
30,38,-594.0214,20.0,1.85485,1.68739,1.94471,-8.72306,-8.32776,-8.72306,-8.32776,0.86326,0.84213,60.0,-4.16444,-3.34654,0.35697,0.40759,-1.38789,-1.23936,1.22023,1.24972,-0.17895,-0.21192,3.95957,3.84601,3.90988,3.93023,4.89799,-0.04133,-0.04084,-0.04112,0.0,0.0,-0.31061,-0.22866,0.0,0.0,-0.0014,-5e-05,0.0,0.0,2e-05,-2e-05,0.0,0.0,4e-05,2e-05,702.3824,523.4127,-2022.5833,94.5313,-2117.1146,94.5211,94.5211,0.0,-24.0212,-24.0212,0.0,146.5764,158.0655,-11.4891,-4.1714,0.0,0.0,0.0,0.0,0.0
30,40,-610.9573,20.0,1.86383,1.74989,1.92355,-7.74646,-9.50145,-7.74646,-9.50145,0.81005,0.862,60.0,-3.87242,-3.55369,0.47022,0.38334,-1.4573,-1.20989,1.28027,1.24534,-0.16945,-0.20909,4.01357,3.86715,3.95148,3.94994,4.94554,-0.00011,5e-05,-4e-05,0.0,0.0,-0.00088,0.00027,0.0,0.0,-0.00014,-1e-05,0.0,0.0,-2e-05,-2e-05,0.0,0.0,5e-05,-1e-05,739.4014,518.2559,-2074.5195,96.021,-2170.5405,95.9245,95.9245,0.0,-22.0724,-22.0724,0.0,145.6647,157.0925,-11.4278,-3.5185,0.0,0.0,0.0,0.0,0.0
30,42,-624.5303,20.0,1.8726,1.70355,1.96332,-6.68939,-10.68654,-6.68939,-10.68654,0.82985,0.88315,60.0,-4.38471,-3.77184,0.26374,0.35679,-1.09264,-1.17601,1.09359,1.23994,-0.15706,-0.20678,4.06124,3.88608,3.98919,3.9675,4.9922,-0.00204,-0.00204,-0.00204,0.0,0.0,-0.01782,-0.01167,0.0,0.0,-0.00026,-5e-05,0.0,0.0,2e-05,-3e-05,0.0,0.0,0.0001,3e-05,786.7354,514.1404,-2129.9324,98.0045,-2227.9369,98.6472,98.6472,0.0,-25.062,-25.062,0.0,144.8688,156.249,-11.3802,-3.5025,0.0,0.0,0.0,0.0,0.0
30,44,-638.1967,20.0,1.88117,2.00366,1.82277,-6.57942,-12.12524,-6.57942,-12.12524,0.80525,0.84191,60.0,-4.14511,-3.44429,0.32533,0.40428,-1.28616,-1.23679,1.13058,1.24619,-0.15643,-0.20579,4.11673,3.92,4.03813,3.99976,5.038,0.11467,0.13221,0.12137,0.0,0.0,1.07873,0.7689,0.0,0.0,0.02858,0.01637,0.0,0.0,0.00103,0.00047,0.0,0.0,6e-05,4e-05,837.2946,508.0976,-2186.3086,99.7214,-2286.03,102.8681,102.8681,0.0,-29.6152,-29.6152,0.0,143.8367,155.1735,-11.3368,-4.2575,0.0,0.0,0.0,0.0,0.0
30,46,-651.1183,20.0,1.88955,2.14362,1.77404,-5.8629,-13.41785,-5.8629,-13.41785,0.73529,0.8279,60.0,-3.53573,-3.36758,0.41344,0.42996,-1.36856,-1.27795,1.14872,1.25786,-0.15291,-0.20353,4.16249,3.9435,4.07745,4.02184,5.08299,0.13605,0.155,0.14305,0.0,0.0,1.36798,0.91226,0.0,0.0,0.02288,0.01613,0.0,0.0,0.00042,0.00024,0.0,0.0,-1e-05,3e-05,886.1648,503.5739,-2241.2874,101.2191,-2342.5065,106.4098,106.4098,0.0,-34.1863,-34.1863,0.0,143.0142,154.3071,-11.2929,-5.2574,0.0,0.0,0.0,0.0,0.0
30,48,-661.9738,20.0,1.89775,2.02131,1.83883,-5.12803,-14.42857,-5.12803,-14.42857,0.69153,0.82872,60.0,-3.22348,-3.43197,0.43686,0.37325,-1.3683,-1.16977,1.1284,1.20197,-0.14835,-0.20011,4.19525,3.95486,4.10446,4.03201,5.12719,0.10219,0.12476,0.11025,0.0,0.0,1.08915,0.7385,0.0,0.0,0.00737,0.00946,0.0,0.0,0.00027,7e-05,0.0,0.0,3e-05,2e-05,936.8505,500.5951,-2296.2347,102.7597,-2398.9944,109.8518,109.8518,0.0,-39.7927,-39.7927,0.0,142.4046,153.6561,-11.2515,-6.4548,0.0,0.0,0.0,0.0,0.0
30,50,-671.7449,20.0,1.90577,2.02986,1.84661,-4.25932,-15.22803,-4.25932,-15.22803,0.6795,0.89763,60.0,-3.13659,-4.0857,0.62017,0.28677,-1.60306,-1.04224,1.29967,1.18441,-0.1472,-0.19721,4.22583,3.96031,4.12827,4.03641,5.17064,0.02219,0.03014,0.02493,0.0,0.0,0.24994,0.17889,0.0,0.0,0.0013,0.00081,0.0,0.0,9e-05,1e-05,0.0,0.0,1e-05,-0.0,986.2881,498.7565,-2348.1371,104.135,-2452.2722,112.3999,112.3999,0.0,-44.9769,-44.9769,0.0,141.9176,153.1261,-11.2085,-8.1253,0.0,0.0,0.0,0.0,0.0
30,52,-678.734,20.0,1.91363,1.74087,2.00634,-3.21742,-16.27717,-3.21742,-16.27717,0.48328,0.82195,60.0,-1.76011,-3.48875,0.37649,0.33029,-0.97048,-1.08369,0.85977,1.15224,-0.1327,-0.19365,4.28929,3.98175,4.1794,4.05649,5.21338,-0.08545,-0.09379,-0.08822,0.0,0.0,-1.0313,-0.56278,0.0,0.0,0.0136,0.00526,0.0,0.0,-1e-05,-3e-05,0.0,0.0,0.00026,1e-05,1024.1526,493.3987,-2386.9451,104.4576,-2491.4028,111.5499,111.5499,0.0,-45.3452,-45.3452,0.0,141.3054,152.4641,-11.1587,-9.5471,0.0,0.0,0.0,0.0,0.0
30,54,-684.4397,20.0,1.92134,1.74788,2.01442,-2.57618,-17.06574,-2.57618,-17.06574,0.49084,0.78701,60.0,-1.8931,-3.25746,0.33912,0.34164,-0.99121,-1.07219,0.82996,1.12865,-0.12727,-0.19014,4.35154,3.99368,4.22721,4.06724,5.25542,-0.08605,-0.09017,-0.08736,0.0,0.0,-1.11007,-0.54428,0.0,0.0,0.00332,0.00166,0.0,0.0,0.00044,0.00014,0.0,0.0,0.00042,1e-05,1061.5281,489.5127,-2421.7532,104.8361,-2526.5893,109.7513,109.7513,0.0,-46.0333,-46.0333,0.0,140.8944,152.0055,-11.1111,-11.1257,0.0,0.0,0.0,0.0,0.0
30,56,-689.2052,20.0,1.92888,2.05448,1.869,-2.17077,-17.69669,-2.17077,-17.69669,0.50102,0.78932,60.0,-2.04952,-3.35243,0.36518,0.30558,-1.06783,-1.0075,0.8662,1.09489,-0.12248,-0.18584,4.40511,3.99818,4.26756,4.07071,5.29681,0.00289,0.00156,0.00248,0.0,0.0,0.03957,0.00946,0.0,0.0,-0.00026,-5e-05,0.0,0.0,-0.00016,0.0,0.0,0.0,0.00029,-1e-05,1098.308,486.9123,-2455.3414,105.2512,-2560.5926,107.9676,107.9676,0.0,-47.739,-47.739,0.0,140.6253,151.6927,-11.0674,-12.4608,0.0,0.0,0.0,0.0,0.0
30,58,-692.8332,20.0,1.93629,1.93629,1.93629,-1.2025,-18.37109,-1.2025,-18.37109,0.59113,0.76707,60.0,-2.9108,-3.21545,0.44445,0.30775,-1.29994,-0.9975,1.03558,1.07482,-0.12005,-0.18299,4.48456,4.01399,4.32989,4.08529,5.33755,0.0,1e-05,1e-05,0.0,0.0,6e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1129.0513,482.5861,-2482.7556,105.4233,-2588.1789,106.557,106.557,0.0,-47.356,-47.356,0.0,140.0957,151.1144,-11.0187,-12.5879,0.0,0.0,0.0,0.0,0.0
30,60,-694.5766,20.0,1.94356,2.00583,1.91315,-0.86543,-19.57439,-0.86543,-19.57439,0.6877,0.70433,60.0,-4.05475,-2.7262,0.3143,0.38097,-1.25574,-1.08254,1.002,1.08529,-0.11664,-0.18197,4.56179,4.06102,4.4012,4.13058,5.37769,0.10496,0.13535,0.11359,0.0,0.0,1.65336,0.84481,0.0,0.0,0.01438,0.01683,0.0,0.0,-0.00077,0.00015,0.0,0.0,-0.00106,-1e-05,1157.7178,473.7294,-2510.6955,105.2953,-2615.9908,107.0673,107.0673,0.0,-41.0264,-41.0264,0.0,138.782,149.7272,-10.9452,-11.0321,0.0,0.0,0.0,0.0,0.0
30,62,-695.715,20.0,1.95069,2.0777,1.89013,-0.52131,-20.52447,-0.52131,-20.52447,0.78356,0.69552,60.0,-5.42158,-2.68056,0.24276,0.41988,-1.23865,-1.1422,1.02632,1.1154,-0.11324,-0.18047,4.6244,4.09362,4.45827,4.16171,5.41723,0.12308,0.16117,0.13355,0.0,0.0,2.05872,1.02221,0.0,0.0,0.00212,0.01881,0.0,0.0,-0.00307,-2e-05,0.0,0.0,0.00099,-1e-05,1189.9637,467.1931,-2540.7829,105.3992,-2646.1822,107.4467,107.4467,0.0,-37.5547,-37.5547,0.0,137.7617,148.6405,-10.8788,-9.2595,0.0,0.0,0.0,0.0,0.0
30,64,-696.4879,20.0,1.95769,2.02042,1.92706,-0.39889,-21.52412,-0.39889,-21.52412,0.86428,0.69336,60.0,-6.76949,-2.67951,0.19086,0.48001,-1.24151,-1.23496,1.05515,1.17337,-0.11035,-0.17942,4.68434,4.12975,4.51475,4.19632,5.4562,0.16112,0.2018,0.17198,0.0,0.0,2.85456,1.30255,0.0,0.0,0.04921,0.03232,0.0,0.0,0.0113,0.00131,0.0,0.0,0.00057,9e-05,1230.2095,461.0819,-2575.4326,105.6618,-2681.0944,108.9906,108.9906,0.0,-37.7118,-37.7118,0.0,136.7394,147.5587,-10.8193,-8.4393,0.0,0.0,0.0,0.0,0.0
30,66,-697.6427,20.0,1.96457,2.02752,1.93384,-0.43891,-22.35355,-0.43891,-22.35355,0.82983,0.68554,60.0,-6.29219,-2.67395,0.21992,0.48264,-1.34659,-1.2236,1.04975,1.16819,-0.10944,-0.17576,4.74758,4.17698,4.57692,4.24191,5.49463,0.23233,0.26801,0.24161,0.0,0.0,4.36009,1.76971,0.0,0.0,0.15454,0.0574,0.0,0.0,0.02761,0.0043,0.0,0.0,0.00159,0.00035,1275.0176,454.9507,-2614.2502,105.7886,-2720.0388,111.7152,111.7152,0.0,-40.3896,-40.3896,0.0,135.6022,146.3646,-10.7624,-8.7524,0.0,0.0,0.0,0.0,0.0
30,68,-698.2179,20.0,1.97134,2.09969,1.91013,-0.22185,-23.00138,-0.22185,-23.00138,0.79941,0.67399,60.0,-5.98587,-2.63647,0.22234,0.448,-1.34041,-1.16497,1.02175,1.12199,-0.10676,-0.1723,4.80679,4.20748,4.63157,4.27104,5.53252,0.24946,0.28887,0.25942,0.0,0.0,4.94468,1.93546,0.0,0.0,0.171,0.061,0.0,0.0,0.02195,0.00374,0.0,0.0,0.00409,6e-05,1310.1063,449.9596,-2645.8531,105.7882,-2751.6413,112.5442,112.5442,0.0,-40.2504,-40.2504,0.0,134.7625,145.4716,-10.7091,-8.3592,0.0,0.0,0.0,0.0,0.0
30,70,-698.3542,20.0,1.97799,2.04136,1.94704,-0.00164,-23.59854,-0.00164,-23.59854,0.79366,0.6624,60.0,-6.08439,-2.58821,0.20953,0.42015,-1.31968,-1.11521,1.00318,1.08255,-0.10353,-0.16953,4.86783,4.23049,4.68574,4.29281,5.56991,0.2462,0.29537,0.25822,0.0,0.0,5.15184,2.0007,0.0,0.0,0.17293,0.05952,0.0,0.0,0.01885,0.0026,0.0,0.0,-0.00541,-0.00022,1341.9781,445.5547,-2674.1202,105.7887,-2779.9089,112.7735,112.7735,0.0,-39.6737,-39.6737,0.0,134.0719,144.7325,-10.6605,-7.8311,0.0,0.0,0.0,0.0,0.0
32,28,-487.4603,20.0,1.81655,1.93483,1.76016,-16.16509,0.24387,-16.16509,0.24387,0.68498,0.99344,60.0,-2.15101,-4.48275,0.69926,0.38298,-1.40683,-1.45687,1.38424,1.37642,-0.21813,-0.22016,3.68438,3.83402,3.76493,3.9243,4.69784,0.09267,0.10376,0.09881,0.0,0.0,0.44437,0.61576,0.0,0.0,0.00351,0.00533,0.0,0.0,5e-05,1e-05,0.0,0.0,-1e-05,-0.0,509.9153,584.1565,-1785.9515,86.0212,-1871.9727,90.1963,90.1963,0.0,-37.57,-37.57,0.0,169.025,181.5964,-12.5714,-7.7346,0.0,0.0,0.0,0.0,0.0
32,30,-517.3335,20.0,1.82651,1.94543,1.7698,-14.03197,-1.23605,-14.03197,-1.23605,0.58375,0.92175,60.0,-1.69899,-3.89815,0.48022,0.4319,-1.03928,-1.45641,1.06397,1.35364,-0.20057,-0.21795,3.7479,3.8468,3.79927,3.93586,4.74947,0.15476,0.14935,0.1519,0.0,0.0,0.82275,0.89223,0.0,0.0,0.01139,0.01125,0.0,0.0,3e-05,-2e-05,0.0,0.0,-1e-05,1e-05,551.6355,580.5456,-1856.3851,89.2198,-1945.605,91.8936,91.8936,0.0,-36.3619,-36.3619,0.0,168.3583,180.9106,-12.5523,-8.9267,0.0,0.0,0.0,0.0,0.0
32,32,-544.0898,20.0,1.8362,1.95576,1.77919,-12.62091,-2.72052,-12.62091,-2.72052,0.64868,0.87804,60.0,-2.14037,-3.58015,0.47672,0.46596,-1.16989,-1.4577,1.1254,1.34401,-0.1966,-0.21534,3.80751,3.86313,3.83542,3.95091,4.8,0.16089,0.16636,0.16366,0.0,0.0,0.94163,1.00225,0.0,0.0,0.01062,0.01074,0.0,0.0,-0.00011,-0.00016,0.0,0.0,-1e-05,0.0,591.2271,576.0325,-1920.6656,91.9582,-2012.6238,93.0105,93.0105,0.0,-33.1265,-33.1265,0.0,167.5197,180.0305,-12.5108,-9.7394,0.0,0.0,0.0,0.0,0.0
32,34,-567.9221,20.0,1.84564,1.90478,1.81676,-11.31469,-4.19702,-11.31469,-4.19702,0.73391,0.8814,60.0,-2.85186,-3.64757,0.46892,0.44528,-1.27631,-1.44185,1.20282,1.32668,-0.18887,-0.21298,3.87376,3.88726,3.88031,3.97359,4.84949,0.17227,0.1799,0.17598,0.0,0.0,1.10883,1.09745,0.0,0.0,-0.00331,0.00179,0.0,0.0,-0.00076,-0.00076,0.0,0.0,-2e-05,-4e-05,627.7792,569.5865,-1980.1883,94.1985,-2074.3868,94.3749,94.3749,0.0,-28.7494,-28.7494,0.0,166.3899,178.8407,-12.4508,-7.8973,0.0,0.0,0.0,0.0,0.0
32,36,-588.9631,20.0,1.85485,2.03892,1.76914,-10.20533,-5.53258,-10.20533,-5.53258,0.82467,0.89374,60.0,-3.78518,-3.79457,0.37324,0.40519,-1.25026,-1.39136,1.19791,1.29893,-0.17967,-0.2105,3.92951,3.90522,3.9181,3.99025,4.89799,0.15124,0.16833,0.15923,0.0,0.0,1.06063,1.03634,0.0,0.0,-0.00854,-0.00125,0.0,0.0,-0.00068,-0.0007,0.0,0.0,2e-05,-0.0,665.3739,564.1172,-2037.4121,96.3609,-2133.773,95.3904,95.3904,0.0,-25.4886,-25.4886,0.0,165.4285,177.8175,-12.3891,-6.1511,0.0,0.0,0.0,0.0,0.0
32,38,-608.6672,20.0,1.86383,1.69556,1.95412,-9.57254,-6.77163,-9.57254,-6.77163,0.82418,0.99102,60.0,-3.92636,-4.73051,0.3766,0.30855,-1.3052,-1.31798,1.20077,1.29957,-0.173,-0.20761,3.98506,3.92499,3.95771,4.0087,4.94554,-0.12552,-0.14145,-0.13268,0.0,0.0,-0.9556,-0.87974,0.0,0.0,-0.00408,0.00415,0.0,0.0,0.00042,0.00035,0.0,0.0,1e-05,-2e-05,699.9209,558.6479,-2091.5533,98.1391,-2189.6924,96.4046,96.4046,0.0,-21.6433,-21.6433,0.0,164.3576,176.6755,-12.3179,-3.5216,0.0,0.0,0.0,0.0,0.0
32,40,-627.6061,20.0,1.8726,2.05844,1.78607,-8.97005,-7.76656,-8.97005,-7.76656,0.80499,1.07848,60.0,-3.86991,-5.67958,0.46651,0.26095,-1.44466,-1.27491,1.2715,1.33943,-0.16745,-0.20479,4.02519,3.92639,3.98158,4.00917,4.9922,0.00025,0.00027,0.00026,0.0,0.0,0.00202,0.00167,0.0,0.0,-8e-05,3e-05,0.0,0.0,8e-05,-0.0,0.0,0.0,-4e-05,0.0,734.9768,556.6296,-2144.9276,99.9611,-2244.8887,96.3561,96.3561,0.0,-19.4551,-19.4551,0.0,163.8106,176.0674,-12.2569,-2.7273,0.0,0.0,0.0,0.0,0.0
32,42,-643.6277,20.0,1.88117,2.06786,1.79425,-7.94516,-9.01451,-7.94516,-9.01451,0.81529,1.08723,60.0,-4.27921,-5.84216,0.26691,0.24107,-1.08857,-1.23879,1.0822,1.3283,-0.15533,-0.20233,4.07275,3.94495,4.01798,4.02644,5.038,0.02148,0.02708,0.02381,0.0,0.0,0.18876,0.17013,0.0,0.0,0.00137,0.00094,0.0,0.0,0.00012,0.0,0.0,0.0,-5e-05,1e-05,782.3046,552.3153,-2203.2542,102.1902,-2305.4444,99.2413,99.2413,0.0,-22.1435,-22.1435,0.0,162.9477,175.1594,-12.2118,-2.5901,0.0,0.0,0.0,0.0,0.0
32,44,-660.4882,20.0,1.88955,2.07707,1.80224,-7.87132,-10.35647,-7.87132,-10.35647,0.81759,0.93422,60.0,-4.25247,-4.37328,0.33454,0.34238,-1.33305,-1.31296,1.15214,1.27659,-0.15719,-0.19957,4.13196,3.98401,4.07032,4.06383,5.08299,0.14166,0.16779,0.1522,0.0,0.0,1.34254,1.07514,0.0,0.0,0.03042,0.01556,0.0,0.0,0.00113,0.00045,0.0,0.0,-3e-05,3e-05,834.2444,544.8215,-2263.7515,104.1238,-2367.8753,104.2459,104.2459,0.0,-27.0636,-27.0636,0.0,161.7468,173.9234,-12.1765,-3.46,0.0,0.0,0.0,0.0,0.0
32,46,-675.8714,20.0,1.89775,2.02131,1.83883,-7.04621,-11.54935,-7.04621,-11.54935,0.71701,0.89689,60.0,-3.3872,-4.085,0.43375,0.35675,-1.3723,-1.3034,1.15076,1.25364,-0.15178,-0.19692,4.17613,4.00444,4.10656,4.08297,5.12719,0.15213,0.1788,0.16253,0.0,0.0,1.53964,1.15748,0.0,0.0,0.01958,0.01065,0.0,0.0,5e-05,-5e-05,0.0,0.0,-1e-05,2e-05,881.9168,540.3421,-2321.1585,105.809,-2426.9675,107.7144,107.7144,0.0,-31.129,-31.129,0.0,160.9092,173.0434,-12.1343,-4.3185,0.0,0.0,0.0,0.0,0.0
32,48,-689.0668,20.0,1.90577,2.02986,1.84661,-6.13218,-12.69824,-6.13218,-12.69824,0.65537,0.90473,60.0,-2.92016,-4.21061,0.475,0.33225,-1.34865,-1.26969,1.13037,1.23698,-0.14708,-0.1944,4.21111,4.01793,4.13492,4.09532,5.17064,0.12962,0.16219,0.14192,0.0,0.0,1.39187,1.05704,0.0,0.0,0.00426,0.00563,0.0,0.0,-2e-05,-0.00017,0.0,0.0,1e-05,3e-05,931.2817,536.8753,-2377.4233,107.4802,-2484.9035,110.975,110.975,0.0,-35.8829,-35.8829,0.0,160.2095,172.3006,-12.0912,-5.3528,0.0,0.0,0.0,0.0,0.0
32,50,-700.6152,20.0,1.91363,2.03823,1.85422,-5.26764,-13.74125,-5.26764,-13.74125,0.62434,0.95378,60.0,-2.68235,-4.74071,0.58832,0.27258,-1.46459,-1.19859,1.21266,1.22636,-0.14532,-0.19189,4.24278,4.02719,4.15998,4.10352,5.21338,0.0859,0.12374,0.09974,0.0,0.0,0.97538,0.81014,0.0,0.0,0.00974,0.0063,0.0,0.0,0.00018,2e-05,0.0,0.0,-1e-05,3e-05,980.3698,534.2372,-2431.0001,109.0006,-2540.0006,113.5248,113.5248,0.0,-40.4199,-40.4199,0.0,159.6084,171.6543,-12.0458,-6.8492,0.0,0.0,0.0,0.0,0.0
32,52,-709.6401,20.0,1.92134,2.04643,1.86168,-4.07361,-14.67995,-4.07361,-14.67995,0.51054,0.89941,60.0,-1.95947,-4.29059,0.4172,0.29366,-1.06529,-1.19433,0.92774,1.19308,-0.13302,-0.18854,4.30013,4.04685,4.20544,4.12193,5.25542,0.11763,0.14184,0.12617,0.0,0.0,1.42694,0.93779,0.0,0.0,0.01637,0.00609,0.0,0.0,-0.00044,-0.00021,0.0,0.0,-0.0001,1e-05,1020.8881,529.0808,-2473.8702,109.6695,-2583.5396,113.2808,113.2808,0.0,-41.4819,-41.4819,0.0,158.927,170.9204,-11.9934,-7.955,0.0,0.0,0.0,0.0,0.0
32,54,-716.9883,20.0,1.92888,2.05448,1.869,-3.34317,-15.55545,-3.34317,-15.55545,0.58113,0.8144,60.0,-2.59799,-3.58945,0.34927,0.33896,-1.09106,-1.19311,0.9304,1.15336,-0.12999,-0.18478,4.36598,4.0711,4.25864,4.14487,5.29681,0.14796,0.16946,0.15527,0.0,0.0,1.92142,1.13387,0.0,0.0,0.01075,0.00603,0.0,0.0,-0.00126,-0.00052,0.0,0.0,-0.00013,-2e-05,1057.6206,522.9727,-2510.2522,110.0398,-2620.292,112.1376,112.1376,0.0,-40.5204,-40.5204,0.0,158.1484,170.0835,-11.935,-8.6235,0.0,0.0,0.0,0.0,0.0
32,56,-723.0378,20.0,1.93629,2.06236,1.87617,-2.81133,-16.36488,-2.81133,-16.36488,0.61193,0.78787,60.0,-2.95806,-3.4184,0.32415,0.33724,-1.14212,-1.1613,0.93608,1.12511,-0.12659,-0.18159,4.42013,4.08438,4.30107,4.15704,5.33755,0.13497,0.16207,0.14386,0.0,0.0,1.86302,1.09149,0.0,0.0,0.02081,0.00967,0.0,0.0,-0.0013,-0.00022,0.0,0.0,-9e-05,0.0,1095.4893,518.9851,-2546.6429,110.553,-2657.1959,110.8923,110.8923,0.0,-40.1317,-40.1317,0.0,157.6072,169.4891,-11.8819,-10.5572,0.0,0.0,0.0,0.0,0.0
