neutron_number,proton_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
2,8,-21.855938000000002,True,3.3574000000000002e-06,-25.998858,2.9069409999999998,-25.998858,2.9069409999999998,1.5535889999999999,1.3873149999999999,60.0,-1.84863,-4.093469,-5.942099,-1.305636,-0.470174,2.447478,0.836306,-2.579399,-2.46881,-5.048209,2.1104939999999996,3.4323449999999998,3.211795,3.543158,2.585322,2.053808,3.366776,3.148297,3.479678,2.585322,-0.002889,-0.033081,-0.030474,-0.002189,-0.026052,-0.024021,0.0,0.0,0.0,-0.000325,-0.039333,-0.039658,-0.000233,-0.029804,-0.030037,0.0,0.0,0.0,0.0,0.000556,0.000556,0.0,0.000572,0.000572,0.0,0.0,0.0,-0.0,-0.00011200000000000001,-0.00011200000000000001,0.0,0.0,0.0,0.0,0.000125,0.000125,23.5049,80.792103,104.297003,-140.34886699999998,-5.5682199999999975,-134.780647,16.389767000000006,16.389767000000006,0.0,-2.463838,-2.463838,0.0,11.260304,13.554070000000001,-2.293766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,-64.80012099999999,True,3.1194e-06,-21.540773,0.093975,-21.540773,0.093975,1.442964,1.693391,60.0,-2.476968,-4.745388,-7.222355999999999,-0.8406030000000001,-0.604286,0.814399,0.9854709999999999,-1.762227,-2.5901810000000003,-4.3524080000000005,2.32301,2.887379,2.712335,3.0134540000000003,2.747314,2.312071,2.8528580000000003,2.684726,2.980394,2.747314,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.823921,107.61906499999999,165.44298500000005,-254.01943599999998,-9.146432,-244.873004,29.993752,29.993752,0.0,-7.676132000000001,-7.676132000000001,0.0,13.033474,15.703601,-2.670127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,-101.95111800000001,True,9.34e-06,-16.539994,-3.879105000000002,-16.539994,-3.879105000000002,1.214855,1.781316,60.0,-2.216936,-5.049787,-7.266723,-0.665726,-0.62836,1.303053,0.9902340000000001,-2.086673,-2.494191,-4.580864,2.487924,2.7071549999999998,2.61545,2.836127,2.892171,2.47844,2.689379,2.6010720000000003,2.819164,2.892171,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.727948,119.601033,209.32898,-341.903032,-11.314446,-330.58858599999996,39.248274,39.248274,0.0,-10.400957,-10.400957,0.0,13.623204000000001,16.431023,-2.807818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,-126.75738700000001,True,2.757e-06,-11.089811,-8.100223,-11.089811,-8.100223,1.124263,1.631824,60.0,-2.404042,-4.348802,-6.7528440000000005,-0.525768,-0.612318,1.0281639999999999,0.9992040000000001,-1.761394,-2.2929169999999996,-4.054311,2.664143,2.6834189999999998,2.673798,2.8083150000000003,3.0238110000000002,2.650672,2.667544,2.659122,2.793151,3.0238110000000002,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.84028,120.399097,239.23937599999996,-405.14403799999997,-12.653102,-392.490936,43.675567,43.675567,0.0,-7.330102,-7.330102,0.0,13.608964000000002,16.427838,-2.818873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,-142.084641,True,4.2295e-06,-7.813412,-12.014989,-7.813412,-12.014989,1.240357,1.511383,60.0,-3.483222,-3.872645,-7.355867,-0.4416850000000001,-0.58985,0.42162700000000003,1.015467,-1.309138,-2.163446,-3.472583,2.820623,2.6800759999999997,2.759042,2.799943,3.14489,2.812952,2.664141,2.747809,2.784694,3.14489,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,157.677993,120.453326,278.131319,-460.675604,-15.662545999999999,-445.013058,47.588235,47.588235,0.0,-9.862972000000001,-9.862972000000001,0.0,13.562831,16.380147,-2.817316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,8,-154.21978700000003,True,4.7992000000000006e-06,-6.245814,-15.490915,-6.245814,-15.490915,1.258899,1.396621,60.0,-4.004161,-3.429879,-7.434039999999999,-0.395795,-0.568693,0.375934,1.030864,-1.4578440000000001,-2.045747,-3.503591000000001,2.964465,2.686919,2.856684,2.801318,3.257301,2.957203,2.67108,2.846207,2.78613,3.257301,-0.001459,-0.00063,-0.001166,-0.001559,-0.00047400000000000003,-0.0011769999999999999,0.0,0.0,0.0,-0.001941,-0.000459,-0.0024,-0.002064,-0.000341,-0.0024059999999999997,0.0,0.0,0.0,3e-06,-1e-06,2e-06,3e-06,-0.0,2e-06,0.0,0.0,0.0,1.1e-05,0.0,1.2e-05,0.0,0.0,0.0,-6e-06,-0.0,-6e-06,196.075222,119.754379,315.82960099999997,-509.660112,-19.665728,-489.99438499999997,50.777619,50.777619,0.0,-13.725968,-13.725968,0.0,13.496704000000001,16.304292,-2.807588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,-164.325559,True,5.5845000000000005e-06,-4.808612999999999,-18.5,-4.808612999999999,-18.5,1.0406799999999998,1.2951030000000001,60.0,-3.066967,-3.0716669999999997,-6.138634,-0.353122,-0.546053,0.525705,1.042476,-1.60196,-1.9449330000000002,-3.546893,3.1077470000000003,2.702902,2.966929,2.811495,3.362447,3.098641,2.687274,2.955685,2.7964740000000003,3.362447,-0.00173,-0.000174,-0.001261,-0.001719,-0.000162,-0.001251,0.0,0.0,0.0,-0.0029519999999999998,-0.000128,-0.0030800000000000003,-0.002915,-0.000118,-0.0030329999999999997,0.0,0.0,0.0,1.4000000000000001e-05,-0.0,1.4000000000000001e-05,1.3000000000000001e-05,-0.0,1.3000000000000001e-05,0.0,0.0,0.0,2.9999999999999997e-05,0.0,2.9999999999999997e-05,0.0,0.0,0.0,-1.6e-05,-0.0,-1.6e-05,228.685954,118.32616200000001,347.012116,-551.54287,-23.791922,-527.750948,52.96392700000001,52.96392700000001,0.0,-16.473513,-16.473513,0.0,13.400309,16.189761999999998,-2.789453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,-171.229297,True,3.9041000000000004e-06,-2.796319,-20.920659,-2.796319,-20.920659,0.840965,1.204739,60.0,-2.3098240000000003,-2.770432,-5.080255999999999,-0.30618,-0.523888,0.793021,1.054392,-1.6706880000000002,-1.859584,-3.530272,3.264926,2.73152,3.0973479999999998,2.833902,3.4613989999999997,3.25832,2.716246,3.088219,2.819183,3.4613989999999997,-0.001748,-3.5e-05,-0.0013039999999999998,-0.001698,-3.5e-05,-0.001269,0.0,0.0,0.0,-0.0037619999999999997,-2.6000000000000002e-05,-0.003788,-0.003639,-2.6000000000000002e-05,-0.003665,0.0,0.0,0.0,-0.00010800000000000001,1e-06,-0.00010700000000000001,-0.00011100000000000001,0.0,-0.00011100000000000001,0.0,0.0,0.0,5.6999999999999996e-05,0.0,5.6999999999999996e-05,0.0,0.0,0.0,3.6e-05,0.0,3.6e-05,255.441119,115.83511899999999,371.276238,-584.543448,-27.37667,-557.166778,53.54311600000001,53.54311600000001,0.0,-16.14655,-16.14655,0.0,13.251875,16.011077,-2.759202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,-173.45889499999996,True,5.0451e-06,-1.238613,-22.874207000000002,-1.238613,-22.874207000000002,0.7219939999999999,1.1296680000000001,60.0,-1.974537,-2.5316349999999996,-4.506172,-0.263999,-0.504081,0.557235,1.084798,-1.3801379999999999,-1.813404,-3.193541,3.431233,2.779061,3.244557,2.87471,3.554995,3.4249989999999997,2.764091,3.236051,2.86024,3.554995,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,276.92535699999996,111.92155600000001,388.846913,-608.71902,-29.87769,-578.84133,52.432062,52.432062,0.0,-11.334268,-11.334268,0.0,13.015131,15.726566,-2.711435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,-173.742049,True,5.5324e-06,-0.176311,-24.508582999999998,-0.176311,-24.508582999999998,0.775409,1.074998,60.0,-2.520452,-2.386968,-4.90742,-0.238552,-0.484138,0.558525,1.109182,-1.45777,-1.7830560000000002,-3.2408259999999998,3.5987839999999998,2.824092,3.3955269999999995,2.913288,3.643907,3.5815900000000003,2.809263,3.3789860000000003,2.898915,3.643907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,299.369819,108.48560900000001,407.85542799999996,-630.057532,-32.462175,-597.595357,51.332364,51.332364,0.0,-7.523805999999999,-7.523805999999999,0.0,12.799744,15.467657999999998,-2.667914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,-171.50167199999999,True,4.7042e-06,0.646718,-25.654229,0.646718,-25.654229,0.747082,1.043432,60.0,-2.683775,-2.309939,-4.993713,-0.207965,-0.471333,0.309704,1.1148559999999998,-1.099585,-1.757182,-2.856768,3.800536,2.850495,3.5719839999999996,2.9339470000000003,3.728679,3.8018080000000003,2.835759,3.5698489999999996,2.919632,3.728679,0.032586000000000004,0.008042,0.028418000000000002,0.037272,0.006406,0.032077999999999995,0.0,0.0,0.0,0.130631,0.006595,0.137227,0.14952000000000001,0.0051990000000000005,0.154719,0.0,0.0,0.0,0.0033759999999999997,1.2e-05,0.0033880000000000004,0.003967,1e-05,0.0039770000000000005,0.0,0.0,0.0,0.000194,0.0,0.000194,0.0,0.0,0.0,0.000202,0.0,0.000202,321.662662,106.578696,428.241358,-648.24105,-35.185857,-613.0551929999998,50.533229,50.533229,0.0,-6.869414,-6.869414,0.0,12.684686,15.3276,-2.6429150000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,-168.636328,True,9.4814e-06,0.924119,-26.7029,0.924119,-26.7029,0.8377899999999999,1.002848,60.0,-3.726122,-2.179262,-5.905384,-0.188371,-0.461488,0.22207,1.1173549999999999,-1.106442,-1.7154639999999999,-2.8219060000000002,3.9884769999999996,2.868266,3.740014,2.946294,3.809763,4.002835,2.8534770000000003,3.7486800000000002,2.931899,3.809763,0.068354,0.028004,0.062421000000000004,0.078528,0.022149000000000002,0.070362,0.0,0.0,0.0,0.329228,0.023252000000000002,0.35248,0.38096399999999997,0.018201,0.399165,0.0,0.0,0.0,0.008304,5.6999999999999996e-05,0.008361,0.010064,4e-05,0.010104,0.0,0.0,0.0,0.000675,1e-06,0.000676,0.0,0.0,0.0,0.000391,0.0,0.000392,346.909323,105.26968500000001,452.179007,-666.734639,-38.302811,-628.431828,50.178393,50.178393,0.0,-8.143216,-8.143216,0.0,12.611417999999999,15.238199,-2.6267810000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,-58.299668000000004,True,3.419e-06,-24.120499,2.468131,-24.120499,2.468131,1.353582,1.419969,60.0,-2.304019,-4.470409,-6.774429,-0.7952130000000001,-0.451035,0.763903,0.5214949999999999,-1.6469790000000002,-1.846987,-3.4939660000000003,2.367093,3.252472,3.026056,3.3666199999999997,2.892171,2.3572830000000002,3.245948,3.018857,3.360318,2.892171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,56.29875,127.347838,183.64658799999998,-272.611711,-10.869978999999999,-261.74173199999996,29.305056,29.305056,0.0,-7.252965,-7.252965,0.0,18.881759,22.114786,-3.233027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10,-102.53625600000001,True,8.8325e-06,-20.397116,-0.626099,-20.397116,-0.626099,1.101153,1.727322,60.0,-1.9074970000000002,-5.825865,-7.733361,-0.6356689999999999,-0.512137,1.252656,0.535483,-1.917498,-1.9732779999999999,-3.8907760000000002,2.5171360000000003,2.9367080000000003,2.786781,3.058855,3.0238110000000002,2.5098279999999997,2.919177,2.7727619999999997,3.0420279999999997,3.0238110000000002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,88.15860699999998,149.986942,238.14554900000002,-378.565882,-14.025406,-364.54047599999996,40.2714,40.2714,0.0,-11.079394,-11.079394,0.0,20.316208,23.818734,-3.5025269999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,-135.712779,True,7.096e-06,-14.941479999999999,-4.23682,-14.941479999999999,-4.23682,1.013719,1.714948,60.0,-2.026282,-5.737305999999999,-7.7635869999999985,-0.507149,-0.512618,1.061328,0.551083,-1.643377,-1.9283700000000001,-3.5717470000000002,2.670163,2.855437,2.774621,2.977019,3.14489,2.656832,2.84357,2.762135,2.965638,3.14489,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,118.17756499999999,156.41302199999996,274.590587,-457.237483,-15.252581,-441.984902,46.663179,46.663179,0.0,-8.990259,-8.990259,0.0,20.596531,24.169603,-3.5730720000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,-158.48984199999995,True,9.0866e-06,-11.3991,-7.7575,-11.3991,-7.7575,1.174433,1.588118,60.0,-3.215241,-5.031094,-8.246335,-0.428986,-0.501306,0.407472,0.5320739999999999,-1.224445,-1.7606110000000001,-2.985056,2.80404,2.825216,2.814648,2.9441029999999997,3.257301,2.7981689999999997,2.8159669999999997,2.807082,2.935229,3.257301,-0.0011099999999999999,-0.001158,-0.001134,-0.0013310000000000002,-0.001263,-0.001297,0.0,0.0,0.0,-0.001101,-0.001166,-0.0022660000000000002,-0.001315,-0.001263,-0.002578,0.0,0.0,0.0,2e-06,3e-06,4e-06,2e-06,2e-06,4e-06,0.0,0.0,0.0,1e-06,2e-06,3e-06,0.0,0.0,0.0,-1e-06,-1e-06,-2e-06,159.63676,159.112999,318.749758,-526.095784,-17.873448,-508.22233600000004,52.253259,52.253259,0.0,-12.853627000000001,-12.853627000000001,0.0,20.687943,24.289873999999998,-3.6019309999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10,-177.67781499999995,True,6.8859000000000004e-06,-9.523104,-11.082609,-9.523104,-11.082609,1.1990020000000001,1.503354,60.0,-3.689293,-4.662106,-8.351399,-0.38966999999999996,-0.48477600000000004,0.39316,0.513525,-1.41519,-1.648104,-3.063295,2.925498,2.817196,2.876775,2.932452,3.362447,2.922641,2.808993,2.87154,2.924572,3.362447,-0.000842,-0.0007019999999999999,-0.000781,-0.000997,-0.000781,-0.0009029999999999999,0.0,0.0,0.0,-0.001091,-0.0007030000000000001,-0.0017929999999999999,-0.001289,-0.0007769999999999999,-0.0020670000000000003,0.0,0.0,0.0,2e-06,1e-06,3e-06,2e-06,1e-06,4e-06,0.0,0.0,0.0,4e-06,1e-06,5e-06,0.0,0.0,0.0,-3e-06,-1e-06,-4e-06,200.798646,160.190708,360.989354,-586.91517,-21.546720999999998,-565.368449,56.820317,56.820317,0.0,-17.837434,-17.837434,0.0,20.679810999999997,24.287793,-3.6079809999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10,-193.955108,True,9.9157e-06,-7.6756020000000005,-14.083235,-7.6756020000000005,-14.083235,0.9673229999999999,1.413612,60.0,-2.66032,-4.291029,-6.9513490000000004,-0.35173000000000004,-0.465692,0.574346,0.48770600000000003,-1.533949,-1.529002,-3.062951,3.045846,2.8247709999999997,2.955742,2.935777,3.4613989999999997,3.039936,2.817299,2.949214,2.928589,3.4613989999999997,-0.000453,1.4000000000000001e-05,-0.000275,-0.000434,3e-06,-0.000268,0.0,0.0,0.0,-0.000742,1.4000000000000001e-05,-0.000728,-0.000708,3e-06,-0.000705,0.0,0.0,0.0,5e-06,1e-06,6e-06,5e-06,1e-06,6e-06,0.0,0.0,0.0,1.1e-05,0.0,1.1e-05,0.0,0.0,0.0,-7.000000000000003e-06,-1e-06,-7.000000000000003e-06,236.432955,159.59471299999996,396.027668,-639.237145,-25.573233,-613.663912,60.034284,60.034284,0.0,-21.352224,-21.352224,0.0,20.586609,24.182497,-3.5958870000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,10,-205.76397,True,5.0922e-06,-5.027353,-16.585002,-5.027353,-16.585002,0.805135,1.33639,60.0,-2.098754,-4.0019160000000005,-6.10067,-0.30887,-0.44627100000000003,0.7968430000000001,0.462021,-1.557509,-1.4270530000000001,-2.984562,3.1822169999999996,2.850259,3.058808,2.956386,3.554995,3.178461,2.8434209999999998,3.053953,2.949794,3.554995,0.000321,-0.000286,0.000118,0.000337,-0.000298,0.000125,0.0,0.0,0.0,0.000655,-0.000293,0.000362,0.000688,-0.000304,0.000384,0.0,0.0,0.0,-8.6e-05,-0.0,-8.7e-05,-8.9e-05,-0.0,-8.9e-05,0.0,0.0,0.0,3.8e-05,0.0,3.8e-05,0.0,0.0,0.0,-1.6e-05,-0.0,-1.6e-05,266.154905,157.064897,423.21980199999996,-680.463244,-29.253453000000004,-651.209791,61.068746,61.068746,0.0,-20.886468,-20.886468,0.0,20.382426000000002,23.944471,-3.562045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,10,-212.08479,True,9.9494e-06,-3.265415,-18.715569,-3.265415,-18.715569,0.780219,1.2739989999999999,60.0,-2.230122,-3.8018099999999997,-6.031932,-0.272963,-0.426921,0.5389,0.44271499999999997,-1.361636,-1.3510360000000001,-2.712671,3.324262,2.897169,3.1783240000000004,2.997768,3.643907,3.3214629999999996,2.890992,3.174432,2.9917979999999997,3.643907,0.001374,-0.000183,0.0009119999999999999,0.001452,-0.000204,0.0009609999999999999,0.0,0.0,0.0,0.003447,-0.000194,0.0032530000000000002,0.0036369999999999996,-0.000215,0.003421,0.0,0.0,0.0,-6.9e-05,-0.0,-6.9e-05,-7.3e-05,-0.0,-7.3e-05,0.0,0.0,0.0,-3.7e-05,-0.0,-3.8e-05,0.0,0.0,0.0,2.8000000000000013e-05,0.0,2.8000000000000013e-05,290.96345,152.44087199999996,443.40432300000003,-712.078127,-31.96457100000001,-680.1135559999999,60.372841,60.372841,0.0,-15.066760999999998,-15.066760999999998,0.0,20.027538,23.53129,-3.5037519999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10,-216.13452599999997,True,4.6293e-06,-1.8906060000000002,-20.692088000000002,-1.8906060000000002,-20.692088000000002,0.875685,1.2100520000000001,60.0,-3.086224,-3.566971,-6.6531949999999975,-0.248467,-0.410496,0.568712,0.42324700000000004,-1.4960879999999999,-1.274665,-2.770753,3.452657,2.942283,3.2913379999999997,3.037569,3.728679,3.446017,2.936763,3.285049,3.032223,3.728679,0.0021420000000000002,-0.000154,0.001531,0.0018809999999999999,-0.000169,0.001335,0.0,0.0,0.0,0.006444,-0.000169,0.006275,0.005635,-0.000184,0.005451,0.0,0.0,0.0,-4.3e-05,2e-06,-4.1e-05,-7.900000000000001e-05,2e-06,-7.7e-05,0.0,0.0,0.0,-5.2000000000000004e-05,-0.0,-5.2000000000000004e-05,0.0,0.0,0.0,3.5e-05,0.0,3.5e-05,318.939506,148.198112,467.137618,-742.6082299999997,-35.132519,-707.475711,60.107744999999994,60.107744999999994,0.0,-11.043275,-11.043275,0.0,19.695564,23.145804000000002,-3.45024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10,-217.032543,True,9.3561e-06,-0.951601,-22.479001999999998,-0.951601,-22.479001999999998,0.895653,1.1357030000000001,60.0,-3.575786,-3.2427029999999997,-6.818489,-0.22434099999999998,-0.397762,0.323646,0.44001599999999996,-1.202832,-1.254944,-2.457776,3.59701,2.978243,3.415708,3.068634,3.809763,3.590878,2.975119,3.410417,3.065602,3.809763,0.099625,0.106374,0.101228,0.10756600000000001,0.13229100000000002,0.113446,0.0,0.0,0.0,0.357752,0.11903299999999999,0.476785,0.384955,0.147724,0.532679,0.0,0.0,0.0,0.005149,0.000843,0.005992,0.007593000000000002,0.00128,0.008874,0.0,0.0,0.0,0.000294,1.9e-05,0.00031299999999999996,0.0,0.0,0.0,-0.00020099999999999998,0.0,-0.0002,350.647416,145.11500800000005,495.762424,-771.796179,-39.123694,-732.6724849999997,60.351027,60.351027,0.0,-11.54549,-11.54549,0.0,19.47194,22.887806,-3.4158660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,10,-218.26594100000003,True,8.4185e-06,-0.667032,-24.367454000000002,-0.667032,-24.367454000000002,0.862875,1.006365,60.0,-3.566375,-2.613313,-6.179688,-0.20876999999999998,-0.38754299999999997,0.342475,0.5717720000000001,-1.322314,-1.367105,-2.689419,3.751845,3.0289029999999997,3.554511,3.114099,3.8875339999999996,3.747703,3.029658,3.551615,3.114834,3.8875339999999996,0.221847,0.24531399999999998,0.226859,0.236934,0.281246,0.24641799999999997,0.0,0.0,0.0,0.945508,0.28392399999999995,1.229432,1.007581,0.32567399999999996,1.3332549999999999,0.0,0.0,0.0,0.017765,0.003761,0.021526,0.022456,0.005633,0.028089,0.0,0.0,0.0,0.000704,0.000154,0.000859,0.0,0.0,0.0,0.000173,6e-06,0.00017900000000000001,381.95162799999997,141.631805,523.583433,-799.8392240000003,-43.310579,-756.528645,61.30289200000001,61.30289200000001,0.0,-13.682621,-13.682621,0.0,19.238687,22.627610999999998,-3.388923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10,-218.04394900000003,True,7.9838e-06,-0.167132,-25.838428,-0.167132,-25.838428,0.8343729999999999,0.9529629999999999,60.0,-3.621728,-2.403982,-6.02571,-0.192223,-0.377764,0.29635300000000003,0.5813020000000001,-1.266239,-1.340969,-2.607207,3.884204,3.055924,3.672911,3.136688,3.9623129999999995,3.8784730000000014,3.056315,3.668624,3.137069,3.9623129999999995,0.228546,0.262754,0.23512399999999997,0.24519200000000002,0.296716,0.255125,0.0,0.0,0.0,1.130995,0.30956,1.440555,1.2097930000000001,0.349661,1.559453,0.0,0.0,0.0,0.010417000000000001,0.003549,0.013966,0.009769,0.005647,0.015416,0.0,0.0,0.0,-0.000594,0.00011,-0.000484,0.0,0.0,0.0,2e-06,3e-06,4e-06,412.028948,139.533961,551.56291,-826.169215,-47.480782,-778.688434,61.580895999999996,61.580895999999996,0.0,-15.468201,-15.468201,0.0,19.082579,22.447024,-3.364445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,10,-216.85423799999998,True,7.8893e-06,0.129823,-26.921055,0.129823,-26.921055,0.82519,0.939923,60.0,-3.852235,-2.39396,-6.246194,-0.176765,-0.369035,0.24079699999999998,0.532552,-1.196817,-1.262458,-2.459275,4.004345,3.066313,3.78013,3.143119,4.03437,3.9984699999999997,3.0669470000000003,3.7756809999999996,3.143738,4.03437,0.181373,0.23224299999999998,0.190181,0.19605799999999998,0.269039,0.20873000000000005,0.0,0.0,0.0,1.027316,0.27547699999999997,1.302793,1.107235,0.319256,1.42649,0.0,0.0,0.0,8.1e-05,0.0023190000000000003,0.0024,-0.003643,0.004128,0.00048499999999999997,0.0,0.0,0.0,-0.00124,3.7e-05,-0.0012029999999999999,0.0,0.0,0.0,-0.0010279999999999998,-1e-06,-0.001029,440.820573,138.22066999999998,579.041243,-850.3876859999997,-51.59194,-798.795746,61.348811,61.348811,0.0,-17.139891,-17.139891,0.0,18.988754,22.33267,-3.343915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,-49.847905,True,6.476e-06,-26.085167000000002,3.668071,-26.085167000000002,3.668071,1.269023,1.3921620000000001,60.0,-2.106713,-5.307101,-7.413815,-0.764422,-0.365193,0.71253,0.41874799999999995,-1.527727,-1.890771,-3.418497,2.399266,3.571328,3.317365,3.6766410000000014,3.0238110000000002,2.390384,3.5762449999999997,3.3197330000000003,3.6814169999999997,3.0238110000000002,0.0,0.0,0.0,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,1e-06,1e-06,0.0,1e-06,1e-06,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,55.17505300000001,148.544475,203.719527,-288.691566,-12.763150999999999,-275.928415,28.776747999999998,28.776747999999998,0.0,-8.252784,-8.252784,0.0,25.432481,29.208734999999997,-3.776254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
