neutron_number,proton_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
106,68,-1400.960918,True,8.7912e-06,-5.626564,-8.850847,-5.626564,-8.850847,0.48650299999999996,0.406377,60.0,-4.082762000000002,-2.220605,-6.303367,-0.057972,-0.07436799999999999,0.152453,0.225737,-0.8357620000000001,-0.775313,-1.611075,5.45159,5.249698,5.373593,5.308517,6.6993240000000025,5.451436,5.249844,5.373553,5.308662,6.6993240000000025,0.30077,0.32919299999999996,0.311372,0.30089099999999996,0.329806,0.311677,0.0,0.0,0.0,11.953553999999999,7.782847999999999,19.736403,11.957664999999999,7.797781,19.755446,0.0,0.0,0.0,0.125368,0.106324,0.23169099999999998,0.12120299999999999,0.104707,0.22591,0.0,0.0,0.0,-0.04305,-0.022869999999999998,-0.06592,0.0,0.0,0.0,-0.00179,-0.003008,-0.004797999999999999,2099.98332,1117.128322,3217.111641,-5323.502074,-287.7399450000001,-5035.762129,215.27834199999998,215.27834199999998,0.0,-75.548253,-75.548253,0.0,573.613867,599.470509,-25.856641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,68,-1411.557738,True,5.7973e-06,-5.3211949999999995,-9.421175999999999,-5.3211949999999995,-9.421175999999999,0.504568,0.398964,60.0,-4.45153,-2.159926,-6.6114559999999996,-0.057191,-0.073693,0.13063,0.227404,-0.8196,-0.76972,-1.58932,5.476961,5.261128,5.3945940000000006,5.3194989999999995,6.724894,5.4765440000000005,5.261323,5.394409,5.319693,6.724894,0.29129499999999997,0.321621,0.302439,0.290601,0.322596,0.30236,0.0,0.0,0.0,11.905474,7.6369669999999985,19.542441,11.875281,7.6607020000000015,19.535984,0.0,0.0,0.0,0.042294,0.066514,0.10880799999999999,0.029545,0.066066,0.095612,0.0,0.0,0.0,-0.038994,-0.025573,-0.064567,0.0,0.0,0.0,0.0018989999999999999,-0.0017579999999999998,0.00014099999999999998,2141.814291,1111.176207,3252.990498,-5369.471254,-294.23260899999997,-5075.238645,215.751754,215.751754,0.0,-74.683524,-74.683524,0.0,572.055563,597.843248,-25.787685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,68,-1421.752297,True,7.6715e-06,-5.0469349999999995,-9.970915,-5.0469349999999995,-9.970915,0.510464,0.39706199999999997,60.0,-4.597263,-2.155677,-6.75294,-0.056679999999999994,-0.073136,0.13622599999999999,0.227091,-0.8612700000000001,-0.769142,-1.630412,5.502113,5.2722050000000005,5.415436,5.330135,6.750272,5.501648,5.272461,5.4152379999999996,5.330388,6.750272,0.281656,0.313762,0.293281,0.280434,0.31507199999999996,0.292978,0.0,0.0,0.0,11.83261,7.4817740000000015,19.314384,11.779291,7.513723,19.293015,0.0,0.0,0.0,-0.033289,0.030721,-0.002568,-0.05577000000000002,0.031150999999999998,-0.024619,0.0,0.0,0.0,-0.03136,-0.026764,-0.058124,0.0,0.0,0.0,0.005945000000000001,-0.00034700000000000003,0.005599,2182.992633,1105.386091,3288.378723000001,-5414.570219,-300.769829,-5113.8003899999985,216.111571,216.111571,0.0,-73.828325,-73.828325,0.0,570.539305,596.258445,-25.71914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,68,-1431.426433,True,7.928e-06,-4.746461,-10.480886,-4.746461,-10.480886,0.5078050000000001,0.3985800000000001,60.0,-4.593537,-2.185952,-6.779489,-0.056137,-0.072676,0.150897,0.22524299999999997,-0.90823,-0.771007,-1.679236,5.527392,5.282846,5.436301,5.34034,6.775459,5.527031,5.2831730000000015,5.436193,5.340665,6.775459,0.273514,0.307141,0.28551,0.272476,0.308724,0.28541,0.0,0.0,0.0,11.807223,7.35348,19.160703,11.760900999999999,7.392302000000001,19.153203,0.0,0.0,0.0,-0.076951,0.008243,-0.068708,-0.10194199999999999,0.009212999999999999,-0.09272899999999999,0.0,0.0,0.0,-0.021072999999999998,-0.026310000000000004,-0.047383,0.0,0.0,0.0,0.009011,0.000642,0.009653,2224.166311,1099.879412,3324.045722,-5458.9831490000015,-307.508175,-5151.474974000002,216.160975,216.160975,0.0,-73.317849,-73.317849,0.0,569.126592,594.779616,-25.653024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,68,-1440.403861,True,6.1216e-06,-4.419182,-10.946363,-4.419182,-10.946363,0.509608,0.399932,60.0,-4.693135,-2.21438,-6.907514,-0.055336,-0.07223099999999999,0.155582,0.22218400000000002,-0.928133,-0.769602,-1.6977360000000001,5.552887999999999,5.292925,5.4572080000000005,5.349991999999999,6.800461,5.552443,5.293335,5.457073,5.350398,6.800461,0.267218,0.302119,0.279485,0.26662199999999997,0.30391799999999997,0.279733,0.0,0.0,0.0,11.850021,7.2608690000000005,19.110891,11.821688,7.305223,19.126911,0.0,0.0,0.0,-0.078001,0.002229,-0.075772,-0.093079,0.003457,-0.08962200000000001,0.0,0.0,0.0,-0.009237,-0.024215,-0.033451999999999996,0.0,0.0,0.0,0.009994,0.0009449999999999999,0.010939,2265.6947579999996,1094.606442,3360.3012,-5502.591151,-314.499949,-5188.091202000001,215.773995,215.773995,0.0,-73.118983,-73.118983,0.0,567.836329,593.4259519999998,-25.589623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,68,-1448.6179439999999,True,9.6828e-06,-4.100407,-11.375977,-4.100407,-11.375977,0.5261979999999999,0.40005,60.0,-5.090024,-2.230846,-7.320871,-0.054397,-0.071739,0.142621,0.21860900000000005,-0.9135530000000001,-0.764776,-1.6783290000000002,5.579048,5.3028900000000005,5.478612,5.359533,6.8252809999999995,5.578651,5.303395,5.478537,5.360032,6.8252809999999995,0.26260500000000003,0.298576,0.27505999999999997,0.262804,0.30055,0.275876,0.0,0.0,0.0,11.961644999999999,7.202772,19.164416,11.969028999999999,7.2517710000000015,19.220799,0.0,0.0,0.0,-0.043819,0.009068999999999999,-0.03475,-0.045798,0.01035,-0.035449,0.0,0.0,0.0,0.002834,-0.020913,-0.018078,0.0,0.0,0.0,0.008497,0.000679,0.009176,2307.444768,1089.45433,3396.899098,-5545.162054,-321.658595,-5223.503459000001,215.06771600000002,215.06771600000002,0.0,-73.037423,-73.037423,0.0,566.613918,592.14181,-25.527891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,68,-1456.1677359999999,True,9.462e-06,-4.265832,-12.053436999999999,-4.265832,-12.053436999999999,0.525042,0.559696,60.0,-5.2653050000000015,-4.351178,-9.616483,-0.05235599999999999,-0.071994,0.133628,0.144362,-0.8931049999999999,-0.8323299999999999,-1.725434,5.564926,5.271215,5.459381,5.3278739999999996,6.849921000000001,5.564933,5.269906,5.458923,5.326578,6.849921000000001,-0.16728800000000002,-0.193553,-0.17624,-0.168285,-0.195753,-0.177644,0.0,0.0,0.0,-7.712150999999999,-4.613611,-12.325762,-7.758145,-4.66373,-12.421875,0.0,0.0,0.0,-0.043625,0.025441,-0.018184,-0.049457,0.026251999999999998,-0.023205,0.0,0.0,0.0,0.034506,0.014939,0.049444999999999996,0.0,0.0,0.0,0.005659,-0.0012900000000000001,0.004369,2349.509886,1081.3823810000001,3430.892267,-5590.724001,-327.67688,-5263.047121000001,213.83115899999999,213.83115899999999,0.0,-65.746215,-65.746215,0.0,566.920972,592.368717,-25.447745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,68,-1464.224237,True,8.1664e-06,-4.138980999999999,-12.508458000000001,-4.138980999999999,-12.508458000000001,0.49950500000000003,0.5997859999999999,60.0,-4.874079,-5.01714,-9.891219,-0.05119,-0.071703,0.131224,0.128609,-0.856208,-0.8391649999999999,-1.6953740000000002,5.580972,5.2733620000000005,5.471706,5.3296779999999995,6.874385,5.580991,5.272289,5.471344,5.328616,6.874385,-0.138627,-0.166131,-0.147867,-0.13936800000000002,-0.169001,-0.14932,0.0,0.0,0.0,-6.536726,-3.9631790000000002,-10.499905,-6.571675999999999,-4.030019,-10.601694,0.0,0.0,0.0,-0.088424,0.0030269999999999997,-0.085397,-0.095582,0.005611,-0.08997100000000001,0.0,0.0,0.0,0.015444999999999999,0.010961,0.026407,0.0,0.0,0.0,0.0050409999999999995,-0.000478,0.004563,2390.529172,1077.375096,3467.9042670000013,-5635.027638000001,-334.68562099999997,-5300.342018,214.00175,214.00175,0.0,-65.417815,-65.417815,0.0,565.901792,591.287817,-25.386025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,68,-1472.226134,True,5.9416e-06,-4.2703370000000005,-12.920199,-4.2703370000000005,-12.920199,0.482628,0.6847439999999999,60.0,-4.6261019999999995,-6.561364,-11.187467,-0.050351,-0.07146,0.143701,0.099678,-0.8691180000000001,-0.8381,-1.7072169999999998,5.593054,5.26914,5.479327,5.3251800000000005,6.898675999999999,5.593054,5.268023,5.478943,5.324075,6.898675999999999,-0.083101,-0.105699,-0.09058,-0.084553,-0.1084,-0.092443,0.0,0.0,0.0,-4.001071,-2.5174939999999997,-6.518565,-4.070944,-2.580725,-6.651669,0.0,0.0,0.0,-0.10032,-0.023019,-0.123339,-0.117073,-0.020087999999999998,-0.13716099999999998,0.0,0.0,0.0,-0.003622,0.003351,-0.000271,0.0,0.0,0.0,0.002203,0.00014199999999999998,0.002345,2427.745461,1073.996682,3501.742143,-5676.5573829999985,-341.337037,-5335.2203469999995,213.16080099999996,213.16080099999996,0.0,-62.798737,-62.798737,0.0,565.121725,590.439867,-25.318142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,68,-1481.305597,True,6.9189e-06,-4.28304,-13.314194,-4.28304,-13.314194,0.45346499999999995,0.73779,60.0,-3.9694279999999997,-7.683427,-11.652855,-0.051803999999999996,-0.070845,0.236375,0.085275,-1.054411,-0.826937,-1.881348,5.611145,5.2701519999999995,5.4927980000000005,5.32586,6.922797999999999,5.611130999999999,5.2683550000000015,5.492178,5.324082,6.922797999999999,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1.8e-05,1.2e-05,2.9999999999999997e-05,1.8e-05,1.3000000000000001e-05,2.9999999999999997e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2464.981215,1070.277871,3535.259086,-5718.215497,-348.217152,-5369.998344,212.52660299999997,212.52660299999997,0.0,-61.563128000000006,-61.563128000000006,0.0,564.221542,589.475911,-25.254369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,68,-1489.480316,True,8.4812e-06,-3.199467,-13.767782,-3.199467,-13.767782,0.39921799999999996,0.727875,60.0,-3.084109,-7.5278399999999985,-10.611948,-0.051676,-0.070379,0.49131099999999994,0.084691,-1.336163,-0.815642,-2.151805,5.636928,5.2826010000000005,5.515323,5.337859,6.946752,5.636327,5.280812,5.514323,5.336089,6.946752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,2e-06,1e-06,1e-06,2e-06,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508.27439,1065.799907,3574.0742969999997,-5763.060203,-355.79098999999997,-5407.269214,213.683767,213.683767,0.0,-64.269453,-64.269453,0.0,562.8550280000002,588.056166,-25.201137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,68,-1493.551555,True,8.526599999999999e-06,-2.039445,-14.156647,-2.039445,-14.156647,0.339484,0.72225,60.0,-2.353338,-7.462712,-9.816049000000001,-0.048973,-0.0699,0.167424,0.084287,-0.632045,-0.8090189999999999,-1.441064,5.665844,5.293375,5.539458,5.348204,6.9705429999999975,5.665171,5.2916050000000014,5.538422,5.346451999999998,6.9705429999999975,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1e-06,-0.0,-1e-06,-1e-06,-0.0,-1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2549.263384,1060.664786,3609.928171,-5801.529382,-363.157336,-5438.372046,212.56153500000002,212.56153500000002,0.0,-64.98705600000001,-64.98705600000001,0.0,561.73229,586.87556,-25.143269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,68,-1497.207016,True,9.105299999999999e-06,-1.928554,-14.504014000000002,-1.928554,-14.504014000000002,0.395282,0.692106,60.0,-3.2772580000000002,-6.8878509999999995,-10.165109,-0.047677,-0.06954400000000001,0.147313,0.089226,-0.719929,-0.809038,-1.528967,5.7024,5.309085,5.570454,5.363434,6.994172,5.70217,5.307698,5.569846,5.362062,6.994172,0.064385,0.075637,0.06789500000000001,0.06598,0.076833,0.069365,0.0,0.0,0.0,3.433608,1.828903,5.262511,3.5184089999999997,1.8568650000000002,5.375274,0.0,0.0,0.0,0.161705,0.051565,0.21327,0.182504,0.05554,0.238044,0.0,0.0,0.0,0.017809000000000002,0.004007999999999999,0.021817,0.0,0.0,0.0,0.001643,0.000688,0.0023309999999999997,2588.7767559999998,1055.182626,3643.959382,-5835.657273,-370.452265,-5465.205008,210.83225299999998,210.83225299999998,0.0,-65.122548,-65.122548,0.0,560.475245,585.56273,-25.087485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,68,-1500.909496,True,9.9053e-06,-1.930739,-14.847513000000001,-1.930739,-14.847513000000001,0.43748000000000004,0.654193,60.0,-4.06264,-6.183033,-10.245672,-0.047109,-0.069217,0.143505,0.094558,-0.7889229999999999,-0.798666,-1.587589,5.744541000000001,5.3343110000000005,5.60843,5.388089,7.017643,5.744485,5.3338730000000005,5.608251,5.3876550000000005,7.017643,0.114376,0.131675,0.119697,0.115479,0.133545,0.12103499999999999,0.0,0.0,0.0,6.285348,3.214243,9.499591,6.345855,3.259364,9.605219,0.0,0.0,0.0,0.370404,0.119099,0.489504,0.395046,0.127451,0.522497,0.0,0.0,0.0,0.041405000000000004,0.012695,0.0541,0.0,0.0,0.0,-0.0030800000000000003,0.00139,-0.0016899999999999999,2625.7111609999997,1050.1818039999996,3675.892965,-5868.787127000001,-377.227881,-5491.559246,210.23409300000003,210.23409300000003,0.0,-64.962253,-64.962253,0.0,558.5460879999998,583.571162,-25.025074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,68,-1504.5912779999999,True,6.8563e-06,-1.928912,-15.175595999999999,-1.928912,-15.175595999999999,0.483415,0.601059,60.0,-4.978957,-5.269406,-10.248363000000001,-0.046936,-0.06856,0.133797,0.100911,-0.8477600000000001,-0.763356,-1.611116,5.7858849999999995,5.364276,5.6474730000000015,5.417441,7.0409570000000015,5.785645,5.365033,5.647551999999999,5.418191,7.0409570000000015,0.153219,0.178552,0.160913,0.153793,0.181697,0.16227,0.0,0.0,0.0,8.670933999999999,4.407643,13.078578,8.702716,4.486541000000001,13.189257999999999,0.0,0.0,0.0,0.4742810000000001,0.163098,0.637379,0.496587,0.171964,0.668551,0.0,0.0,0.0,0.022985,0.016937,0.039923,0.0,0.0,0.0,-0.020776,0.000683,-0.020094,2663.8835129999998,1044.8485640000001,3708.732077,-5903.532496,-384.048505,-5519.483991,210.466689,210.466689,0.0,-64.681331,-64.681331,0.0,556.283262,581.2407559999998,-24.957494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,68,-1508.197139,True,6.4011000000000004e-06,-1.88568,-15.482207,-1.88568,-15.482207,0.530339,0.540135,60.0,-6.023454,-4.30874,-10.332194,-0.046694,-0.06771,0.117251,0.112383,-0.880668,-0.724964,-1.605632,5.825893,5.393883,5.6855379999999975,5.446446,7.064118,5.82533,5.395512,5.685669,5.44806,7.064118,0.183576,0.216275,0.193386,0.18324300000000002,0.220334,0.194377,0.0,0.0,0.0,10.690294999999999,5.397944,16.088239,10.66886,5.502562999999999,16.171423,0.0,0.0,0.0,0.512421,0.186959,0.69938,0.52352,0.192959,0.716478,0.0,0.0,0.0,-0.005352,0.017289,0.011937,0.0,0.0,0.0,-0.028865,-0.00021400000000000002,-0.029077999999999996,2704.228575,1039.288842,3743.517418,-5939.738705,-391.157238,-5548.581467,211.02233900000002,211.02233900000002,0.0,-65.16083499999999,-65.16083499999999,0.0,554.100471,578.993332,-24.892861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,68,-1511.7752480000001,True,9.276900000000001e-06,-1.84673,-15.757957999999999,-1.84673,-15.757957999999999,0.5724239999999999,0.470581,60.0,-7.0516130000000015,-3.3125739999999997,-10.364186,-0.046467,-0.06685,0.104877,0.133578,-0.91358,-0.6896899999999999,-1.60327,5.867637,5.425413,5.725438,5.477362,7.087128999999999,5.867017,5.427293,5.725601,5.479223999999999,7.087128999999999,0.214088,0.253212,0.225685,0.213535,0.257275,0.22650900000000002,0.0,0.0,0.0,12.832399,6.393947,19.226347,12.796578,6.50105,19.297627,0.0,0.0,0.0,0.582639,0.22102199999999997,0.803661,0.596167,0.22345700000000002,0.819624,0.0,0.0,0.0,-0.004978,0.0229,0.017922999999999998,0.0,0.0,0.0,-0.019903999999999998,0.001231,-0.018673,2745.8086559999997,1033.480983,3779.28964,-5976.620471,-398.40522999999996,-5578.215242,211.93515299999999,211.93515299999999,0.0,-66.310244,-66.310244,0.0,551.8981309999998,576.7290830000002,-24.830952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,68,-1515.3773199999994,True,7.9382e-06,-1.777773,-16.019184,-1.777773,-16.019184,0.586972,0.41029,60.0,-7.448933,-2.541093,-9.990026,-0.046252999999999996,-0.066246,0.105531,0.16294,-0.953599,-0.673024,-1.626624,5.911743,5.457962,5.767321,5.5092940000000015,7.109991,5.911417,5.459469,5.767562,5.5107870000000005,7.109991,0.24449400000000002,0.28784899999999997,0.257188,0.244635,0.291014,0.258221,0.0,0.0,0.0,15.091694,7.35605,22.447743,15.098692999999999,7.441039999999999,22.539733,0.0,0.0,0.0,0.703381,0.270804,0.9741850000000001,0.7294970000000001,0.270912,1.000409,0.0,0.0,0.0,0.024221,0.035115,0.059336,0.0,0.0,0.0,0.000285,0.005287,0.005571,2786.205323,1027.581582,3813.786904,-6012.795912,-405.451107,-5607.344806,212.889819,212.889819,0.0,-67.353202,-67.353202,0.0,549.711721,574.481571,-24.76985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,68,-1518.758811,True,9.935900000000001e-06,-1.629622,-16.337529999999994,-1.629622,-16.337529999999994,0.57821,0.384006,60.0,-7.284880999999999,-2.236679,-9.521559,-0.045893,-0.065928,0.113061,0.180135,-0.981534,-0.671971,-1.653505,5.9499699999999995,5.4833620000000005,5.802987,5.53415,7.132706,5.9496519999999995,5.484432,5.8030940000000015,5.53521,7.132706,0.262193,0.307183,0.27520100000000003,0.26266799999999996,0.309429,0.276192,0.0,0.0,0.0,16.628342,7.92338,24.551722,16.656701,7.984417,24.641118,0.0,0.0,0.0,0.783882,0.30598600000000004,1.089867,0.817141,0.304825,1.1219649999999999,0.0,0.0,0.0,0.033967000000000004,0.041791,0.075757,0.0,0.0,0.0,0.011245999999999999,0.007331999999999998,0.018578,2825.918203,1022.1862279999999,3848.104431,-6049.056533,-412.444341,-5636.612190999997,213.616633,213.616633,0.0,-68.081675,-68.081675,0.0,547.833396,572.542717,-24.709321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,68,-1521.707023,True,8.2501e-06,-1.446252,-16.690473,-1.446252,-16.690473,0.5689810000000001,0.370881,60.0,-7.124892,-2.096222,-9.221114,-0.045438,-0.06561900000000001,0.114656,0.188142,-0.981066,-0.67025,-1.651316,5.98324,5.5034730000000005,5.833652,5.55377,7.155278,5.982626,5.504237,5.833456,5.5545269999999975,7.155278,0.270927,0.316842,0.284035,0.271308,0.318445,0.284769,0.0,0.0,0.0,17.619692,8.232572,25.852265,17.640839,8.27652,25.917359,0.0,0.0,0.0,0.798461,0.318834,1.1172950000000001,0.8323450000000001,0.316592,1.148937,0.0,0.0,0.0,0.020103,0.040492,0.060595,0.0,0.0,0.0,0.014861000000000001,0.006640000000000001,0.021501,2865.609623,1017.084075,3882.6936969999997,-6085.209986,-419.48789800000003,-5665.722088,214.12376,214.12376,0.0,-68.61448299999999,-68.61448299999999,0.0,546.172419,570.8218559999998,-24.649435999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,68,-1524.235094,True,9.46e-06,-1.266476,-17.053015,-1.266476,-17.053015,0.568017,0.359743,60.0,-7.1782660000000025,-1.984162,-9.162428,-0.044947,-0.065224,0.11073599999999999,0.19328199999999998,-0.9716879999999999,-0.665519,-1.637207,6.014287,5.5207180000000005,5.8619580000000004,5.570553,7.177708999999999,6.013401,5.521286,5.8615080000000015,5.571115,7.177708999999999,0.275148,0.321802,0.28829699999999997,0.27531300000000003,0.32301399999999997,0.28876199999999996,0.0,0.0,0.0,18.331502,8.413933,26.745434000000003,18.33705,8.447351,26.7844,0.0,0.0,0.0,0.759153,0.31411500000000003,1.073269,0.786737,0.31122,1.097957,0.0,0.0,0.0,-0.00335,0.034093,0.030743,0.0,0.0,0.0,0.020114,0.004657,0.024771,2904.950241,1012.08691,3917.037151,-6120.577933,-426.51904299999995,-5694.058889,214.375081,214.375081,0.0,-68.913094,-68.913094,0.0,544.6433360000002,569.2336230000002,-24.590287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,68,-1526.416841,True,9.6992e-06,-1.103836,-17.414031,-1.103836,-17.414031,0.569592,0.347826,60.0,-7.299772999999999,-1.868443,-9.168216000000001,-0.044445,-0.064751,0.10663399999999999,0.197668,-0.967292,-0.657944,-1.6252360000000001,6.0446089999999995,5.5362870000000015,5.889316,5.585677,7.2,6.043605,5.536714,5.888736,5.5861,7.2,0.277202,0.324461,0.29035,0.277109,0.32545,0.290562,0.0,0.0,0.0,18.910598,8.531371,27.441968,18.897926000000002,8.558692,27.456618,0.0,0.0,0.0,0.687016,0.298632,0.985648,0.702742,0.295578,0.9983200000000001,0.0,0.0,0.0,-0.024419999999999997,0.025684,0.0012640000000000001,0.0,0.0,0.0,0.031658,0.0025960000000000002,0.034254,2943.542654,1007.1654060000001,3950.70806,-6154.906328,-433.47771100000006,-5721.428618,214.38087799999997,214.38087799999997,0.0,-69.017297,-69.017297,0.0,543.211299,567.743512,-24.532213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,68,-1528.310841,True,9.9529e-06,-0.9532069999999999,-17.769148,-0.9532069999999999,-17.769148,0.567608,0.336647,60.0,-7.332012,-1.763577,-9.095589,-0.043941,-0.064262,0.105689,0.201593,-0.9713940000000001,-0.65032,-1.621713,6.0749629999999994,5.550964,5.9164959999999995,5.599919,7.222154,6.073917,5.551266,5.915846,5.600219,7.222154,0.278512,0.326178,0.2916,0.27815700000000004,0.327025,0.29158,0.0,0.0,0.0,19.450591,8.622050999999999,28.072642,19.419113,8.645384,28.064497999999997,0.0,0.0,0.0,0.6064689999999999,0.27916799999999997,0.8856370000000001,0.607927,0.27625500000000003,0.884182,0.0,0.0,0.0,-0.03468,0.017412999999999998,-0.017268000000000002,0.0,0.0,0.0,0.050152999999999996,0.000981,0.051135,2981.279384,1002.341482,3983.6208659999998,-6188.271264,-440.337337,-5747.933926,214.21726,214.21726,0.0,-69.00632,-69.00632,0.0,541.8459190000002,566.3212120000002,-24.475293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,68,-1529.9413869999994,True,9.9865e-06,-0.80494,-18.114809,-0.80494,-18.114809,0.564291,0.326228,60.0,-7.3307910000000005,-1.668538,-8.999328,-0.043437,-0.063783,0.10806600000000001,0.204727,-0.9859760000000001,-0.641981,-1.627958,6.1058910000000015,5.565389,5.944077,5.613914,7.244173,6.1048269999999984,5.565558,5.943371,5.614082,7.244173,0.28013299999999997,0.327874,0.293069,0.279683,0.32859099999999997,0.292939,0.0,0.0,0.0,20.026982999999998,8.711988,28.738971999999997,19.987897,8.731564,28.719461,0.0,0.0,0.0,0.542097,0.26090100000000005,0.802998,0.5336609999999999,0.2582,0.7918609999999999,0.0,0.0,0.0,-0.026925,0.010393000000000001,-0.016531999999999998,0.0,0.0,0.0,0.074904,-0.00011599999999999999,0.074788,3018.2759579999997,997.604692,4015.88065,-6220.756599,-447.09432000000004,-5773.662279,213.952212,213.952212,0.0,-68.90623000000001,-68.90623000000001,0.0,540.515866,564.935181,-24.419315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,68,-1531.274432,True,9.4713e-06,-0.654071,-18.448972,-0.654071,-18.448972,0.559275,0.317578,60.0,-7.291625,-1.592842,-8.884468,-0.042897000000000005,-0.063318,0.110616,0.207062,-0.996467,-0.634574,-1.631041,6.137555,5.5798,5.9722480000000004,5.627898,7.2660589999999985,6.136571,5.579834,5.971556,5.627932,7.2660589999999985,0.282356,0.329828,0.295048,0.28218699999999997,0.330408,0.295083,0.0,0.0,0.0,20.664163000000002,8.809336,29.473499,20.645222,8.82494,29.470162,0.0,0.0,0.0,0.506746,0.246142,0.752888,0.5009560000000001,0.24359,0.7445470000000001,0.0,0.0,0.0,0.0018989999999999999,0.004882,0.006781000000000001,0.0,0.0,0.0,0.103843,-0.0008179999999999999,0.103025,3054.5532129999997,992.962377,4047.51559,-6252.39122,-453.73166200000003,-5798.6595579999985,213.62298399999997,213.62298399999997,0.0,-68.71210699999999,-68.71210699999999,0.0,539.20583,563.569977,-24.364147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
